exit,signal,entry,G1,G1_rel,G1_n,G2,G2_rel,G2_n,G3,G3_rel,G3_n,G4,G4_rel,G4_n,SPY,EW_universe,Momentum L/S,MeanRev L/S,All 4 combined,Longs only (G1+G3)
2019-07-23,2019-06-28,2019-07-01,0.025638306308211557,0.014847762147318155,5,0.012795543813084528,0.01083457204706347,3,0.0392955561522097,0.026997298161589335,5,-0.0019740007334286976,0.00977357603528685,7,0.014780358073195776,0.01335570488977076,0.01921692506064804,0.0186607777093905,0.01893885138501927,0.032466931230210626
2019-08-13,2019-07-22,2019-07-23,-0.0017267544489252273,0.030177875686665134,6,-0.007389447808884546,-0.01940874000018992,3,-0.06547563132219936,-0.026532291859170033,5,0.03283773829970888,0.003344605115880956,7,-0.024930570542937125,-0.03199799783901431,-0.004558101128904887,-0.016318946511245238,-0.010438523820075063,-0.03360119288556229
2019-09-04,2019-08-12,2019-08-13,0.03329650315151711,0.041996499888283134,2,0.03461965351358363,0.03625782558421713,5,-0.030218558002712687,-0.02658141198602428,7,-0.013664415315782264,-0.01202624324514876,5,0.00509328382626717,-0.0016660402500341196,0.033958078332550365,-0.021941486659247476,0.0060082958366514455,0.0015389725744022111
2019-09-25,2019-09-03,2019-09-04,-0.10080353412155035,-0.11523663521969835,2,-0.02555546225612535,0.0008360148821337843,5,0.05306080697901294,0.03304913829553461,6,0.009752668838522629,0.03189823133402229,7,0.016848903662570747,0.021375926908423697,-0.06317949818883785,0.03140673790876779,-0.01588638014003503,-0.023871363571268706
2019-10-16,2019-09-24,2019-09-25,-0.0008718888530299396,0.010081088143823358,4,-0.03906553895536763,-0.030377778430762226,4,-0.008300030000298188,-0.0031216037460649604,7,-0.01111996263889887,-0.012298388893132093,7,0.0026206617848127944,-0.006360376928283353,-0.019968713904198784,-0.00970999631959853,-0.014839355111898657,-0.004585959426664064
2019-11-06,2019-10-15,2019-10-16,0.0,0.0,0,0.037478202680694156,0.07625829194350983,4,0.04886876757240025,0.020096902764887164,7,-0.03267522787023764,9.663693727544689e-05,7,0.029155898703684846,0.03416949895811942,0.018739101340347078,0.008096769851081306,0.01341793559571419,0.024434383786200126
2019-11-27,2019-11-05,2019-11-06,0.03495678298979826,0.01262006941279542,6,-0.06120736296011553,-0.035296002178025976,4,0.047833684075222524,0.02251739644430386,5,-0.02067849923502174,0.004024972243240451,7,0.027287321361321615,0.029364808235419353,-0.013125289985158634,0.013577592420100391,0.00022615121747087893,0.04139523353251039
2019-12-19,2019-11-26,2019-11-27,0.051131210069731835,0.03646977767955194,7,-0.05220392978458152,-0.03704301393392889,4,0.042018689389502525,0.023515622306317586,5,-0.021958529270096783,-0.005787150421644294,6,0.01718026902262726,0.026853393428824115,-0.0005363598574248431,0.010030080059702871,0.004746860101139014,0.04657494972961718
2020-01-13,2019-12-18,2019-12-19,0.07925395987488855,0.058192098829379306,7,-0.03952613217397116,-0.021645446174132887,2,0.00847397539690789,-0.0033917666428413817,4,-0.017269441232281198,0.007792419813228043,7,0.02699400431033805,0.021351046876397183,0.019863913850458693,-0.004397732917686654,0.00773309046638602,0.04386396763589822
2020-02-04,2020-01-10,2020-01-13,0.0897532429959859,0.1057108528642082,7,0.1063072697906591,0.07350952647839396,4,-0.08859084251986223,-0.050207696684373894,3,0.008540038936251382,-0.004445825678577375,6,0.00338485738394545,-0.015533865539816111,0.0980302563933225,-0.04002540179180542,0.029002427300758537,0.0005812002380618381
2020-02-26,2020-02-03,2020-02-04,-0.03350164484952358,0.025122204149273537,6,0.14241661879633882,0.07937427479754015,5,-0.10001086922706183,-0.03581928408917569,7,0.04821786277697645,-0.006405986221820666,6,-0.053364366168552224,-0.06954340720522548,0.05445748697340762,-0.02589650322504269,0.014280491874182464,-0.0667562570382927
2020-03-18,2020-02-25,2020-02-26,-0.21926438822609035,0.0008902391625346118,5,0.05798519444234836,-0.20498697982744676,6,-0.28686512768463934,-0.014802135904694194,7,0.3404120738112486,0.06222421698555669,1,-0.22953446391041,-0.29302546967917475,-0.08063959689187099,0.02677347306330463,-0.026933061914283185,-0.25306475795536487
2020-04-08,2020-03-17,2020-03-18,0.09381608284957194,-0.19795654405396873,2,-0.24447837748795553,0.019770343365649385,3,0.4716674700492897,0.2696229338895958,7,-0.023874235150577405,0.10671608803919796,1,0.14850603218723468,0.2543353741134826,-0.0753311473191918,0.22389661744935616,0.07428273506508218,0.2827417764494308
2020-04-30,2020-04-07,2020-04-08,0.11406360462942178,0.04352593328685439,2,-0.05605442968649332,-0.001721651797392143,1,0.18284342846789498,0.10988637244830209,7,-0.17805452862433258,-0.09208898829196066,2,0.06002990387327545,0.08324018043082446,0.029004587471464227,0.0023944499217812,0.015699518696622713,0.14845351654865838
2020-05-21,2020-04-29,2020-04-30,0.04404851739536777,0.013986723232243184,6,0.0,0.0,0,0.053989945143238884,0.02922035848122698,7,0.021845425206068136,0.06064208652112294,3,0.015146939580523044,0.028552705111386745,0.022024258697683884,0.037917685174653507,0.029970971936168697,0.049019231269303326
2020-06-12,2020-05-20,2020-05-21,0.07220656767931524,0.04461896899426518,4,-0.006783590338754085,-0.02299110857200337,1,0.18862804672898034,0.161240125409034,7,-0.004084265265684077,0.027303656054262278,7,0.03164010886768298,0.040811697648641544,0.03271148867028058,0.09227189073164813,0.06249168970096435,0.1304173072041478
2020-07-06,2020-06-11,2020-06-12,0.044515741937020646,0.009357256209431989,6,-0.06492742702023424,-0.0019501598352690275,2,-0.05554197846506163,-0.09339087291363839,7,0.0,0.0,0,0.04679385644857592,0.031246476135527206,-0.010205842541606797,-0.027770989232530813,-0.018988415887068805,-0.00551311826402049
2020-07-27,2020-07-02,2020-07-06,0.025820629879309,0.004973201224919066,5,-0.07295430040445076,-0.0558892783629417,3,0.0203540173828402,-0.002933858505392739,7,-0.03454505096537288,-0.003878644389302499,5,0.019460877224214412,0.021705239898949215,-0.023566835262570883,-0.00709551679126634,-0.015331176026918612,0.0230873236310746
2020-08-17,2020-07-24,2020-07-27,0.09711408454535833,0.04626337913111014,5,0.07031044762409389,0.08685386600842748,1,0.0628390543603116,0.023413042379717166,7,-0.01993182496172306,0.028534332614206032,6,0.0454488224617664,0.046309228681712944,0.08371226608472611,0.02145361469929427,0.05258294039201019,0.07997656945283496
2020-09-08,2020-08-14,2020-08-17,-0.07483047722638339,-0.04911092157427323,7,0.027340560755306442,-0.014122731691796592,4,0.03284646444038928,0.05981516839546602,6,0.008303618120572136,-0.013415937531538025,7,-0.013909197166605658,-0.020551297857236757,-0.023744958235538474,0.020575041280480707,-0.0015849584775288832,-0.020992006392997056
2020-09-29,2020-09-04,2020-09-08,-0.005507998700932802,0.003603979289778308,7,-0.0025497415086120356,-0.015333504031067785,4,0.014495090797688293,0.02445344460788763,5,-0.00236656175704919,0.0022393996231542925,5,0.001471953669550441,-0.002889559464132756,-0.0040288701047724185,0.006064264520319551,0.0010176972077735663,0.0044935460483777456
2020-10-20,2020-09-28,2020-09-29,0.035038584570140884,0.0011876447124435918,5,-0.0018173292392704235,0.028605980354855558,7,0.04264398687169348,0.01361730788861476,6,-0.043262930039600446,-0.00732567803661686,6,0.033125929382971764,0.03250463387672083,0.01661062766543523,-0.00030947158395348145,0.008150578040740873,0.03884128572091718
2020-11-10,2020-10-19,2020-10-20,0.05287021403330272,0.019637207058524175,6,-0.1016234283502248,-0.027003332895622977,5,0.13700763428005233,0.08859768729287457,7,-0.003832708372368021,0.030999113355641605,5,0.031044198533011214,0.07666309267238038,-0.024376607158461037,0.06658746295384216,0.02110542789769056,0.09493892415667753
2020-12-02,2020-11-09,2020-11-10,0.14245111180718933,0.09574172540712786,5,-0.016995596402725188,0.03264547310579428,6,0.034543098337830834,-0.008197786094964386,7,-0.0714523384259952,-0.02471145399319998,7,0.036013087239791686,0.06622695909373663,0.06272775770223207,-0.018454620044082184,0.022136568829074946,0.08849710507251009
2020-12-23,2020-12-01,2020-12-02,0.02581374087685592,0.020496870279942705,7,-0.0070667835276451135,-5.2206173627222796e-05,2,0.0011299458060902712,-0.0051888628781102675,4,0.019124875393318686,0.027172934454984053,5,0.006397976261012017,0.013658300398279566,0.009373478674605404,0.010127410599704479,0.00975044463715494,0.013471843341473095
2021-01-15,2020-12-22,2020-12-23,0.09636116473082765,0.05988896175774908,7,-0.09777771716450223,-0.058725888164475215,4,0.041479765159229104,0.002500148286188275,4,-0.02721466781228179,0.008244887093073139,5,0.02211847871850381,0.05187276253102412,-0.0007082762168372919,0.007132548673473658,0.003212136228318183,0.06892046494502838
2021-02-08,2021-01-14,2021-01-15,0.06750793224446681,0.035569710760685234,7,-0.03500425008522749,0.01025612744240545,5,0.01816900750156958,-0.007355894712951172,2,-0.002890882424317631,0.018079126979712944,5,0.03941987058735208,0.027735795602985724,0.01625184107961966,0.007639062538625974,0.011945451809122817,0.042838469873018196
2021-03-02,2021-02-05,2021-02-08,-0.02383404361451085,-0.032391185849347845,7,-0.020550861596162835,-0.011638070948210196,6,0.15836565204944378,0.1615505764534261,3,-0.040966008252240546,-0.025187367262627203,5,-0.010166375516192705,0.02474858629023647,-0.022192452605336845,0.058699821898601616,0.018253684646632386,0.06726580421746646
2021-03-23,2021-03-01,2021-03-02,-0.05230714900535559,-0.05993003471541721,7,0.015058790948793654,0.02928772441494103,5,0.07074203798834994,0.0511197902021181,4,-0.005846040769651765,0.004371750135408303,6,0.010958148413868551,0.0037992144098311486,-0.018624179028280965,0.032447998609349084,0.00691190979053406,0.009217444491497175
2021-04-14,2021-03-22,2021-03-23,0.06678075036677208,0.02004423162815166,7,-0.019466683681402273,0.025746761281299914,5,0.04043754423765433,0.0009325676029350305,3,-0.015951952904239185,0.03354462154812381,5,0.05635409527228652,0.046743121122214376,0.023657033342684906,0.012242795666707574,0.017949914504696237,0.05360914730221321
2021-05-05,2021-04-13,2021-04-14,0.04940403138985413,0.02658278527769572,7,-0.015453231814777535,0.010514150288700175,6,0.052501467966642346,-0.012770196208644169,2,-0.049349948466675196,-0.02933573116151661,6,0.010451074739072252,0.020821884447339734,0.016975399787538297,0.0015757597499835747,0.009275579768760938,0.05095274967824824
2021-05-26,2021-05-04,2021-05-05,0.0013982686355661197,-0.00014272094894824633,7,-0.06215914015087648,-0.05676210715874458,6,0.03553698635542957,0.02171044713469583,1,0.020278828602515193,0.023772226580993,6,0.007985437362927339,0.010543204678185768,-0.03038043575765518,0.02790790747897238,-0.0012362641393413995,0.018467627495497844
2021-06-17,2021-05-25,2021-05-26,-0.008689966864433669,-0.009469228528315807,7,-0.042456620288389,-0.028386520280604937,6,-0.04783410697900342,-0.03725579061025319,2,-0.005193317772087203,-0.0006082926586390794,6,0.006920050789564813,0.0022966308395584965,-0.025573293576411336,-0.026513712375545312,-0.026043502975978322,-0.028262036921718546
2021-07-09,2021-06-16,2021-06-17,0.02272823764700847,-0.007079332895784367,6,-0.07848179837006279,-0.0402428241196382,6,0.04483058463668219,0.014609114783946397,5,-0.041497690567228865,-0.010023005749291538,7,0.035488215409603674,0.024390370671386004,-0.02787678036152716,0.001666447034726664,-0.013105166663400248,0.03377941114184533
2021-07-30,2021-07-08,2021-07-09,-0.004687179472119084,-0.0005595590787820713,7,0.021212939516874165,0.021085319123537154,7,-0.027747510750346288,-0.012018953294190254,4,-0.03072990775666747,-0.015389612066245784,3,0.00686506543687071,-0.004052700531676382,0.008262880022377541,-0.029238709253506877,-0.01048791461556467,-0.016217345111232687
2021-08-20,2021-07-29,2021-07-30,0.02073426084280211,0.018778807161968003,6,0.03291078894314213,0.028177694781778957,7,-0.038512648347039824,-0.017318005450570245,4,-0.025158935462365657,-0.019203481781531546,6,0.011060251344172656,-0.011029886865162312,0.02682252489297212,-0.03183579190470274,-0.00250663350586531,-0.008889193752118857
2021-09-13,2021-08-19,2021-08-20,-0.03394330194869333,-0.038814456489140926,5,-0.08106809021423118,-0.06453732154994866,7,0.03744159239298953,0.024910823728707027,7,0.01699050176936277,0.024066837297092858,6,0.007262693156733002,0.020170581815409486,-0.057505696081462256,0.02721604708117615,-0.01514482450014305,0.0017491452221481026
2021-10-04,2021-09-10,2021-09-13,-0.04534493456393246,-0.027623917276498766,6,-0.04888653912541709,-0.05904854422214632,6,0.031988233633214236,0.04615023872994347,6,0.04643569364954562,0.006277394625072726,6,-0.03709692634451589,0.0017225193301829765,-0.04711573684467478,0.039211963641379924,-0.003951886601647426,-0.006678350465359112
2021-10-25,2021-10-01,2021-10-04,0.017168657710904568,-0.04182548353041589,5,-0.09846131998753542,-0.03129197171423822,3,0.05772256011092906,-0.004437295852442759,7,-0.10539567181238574,-0.03999293508145796,4,0.06277992122223153,0.056109543310073645,-0.04064633113831542,-0.02383655585072834,-0.03224144349452188,0.03744560891091681
2021-11-15,2021-10-22,2021-10-25,0.05841370204732077,0.0384748255310763,7,0.007472388898771687,0.03344553039198783,5,0.055808612135592496,0.030030677123780363,6,-0.02223637030859958,0.0038519686258183805,6,0.026078429462560893,0.02462848726953039,0.03294304547304623,0.01678612091349646,0.024864583193271343,0.05711115709145663
2021-12-07,2021-11-12,2021-11-15,0.0023244855454123297,0.013699031396386856,7,0.07181159683847751,0.06866353742991452,5,-0.012292625057541407,0.003178783341528657,5,-0.007185326957845295,-0.006403832899431361,6,0.0018184685229596376,-0.016935649516642205,0.03706804119194492,-0.009738976007693351,0.013664532592125786,-0.004984069756064539
2021-12-29,2021-12-06,2021-12-07,0.08080768085376383,0.052578859532905226,4,0.00484235099841671,0.027084225703629974,7,0.021138553894994576,0.002896679189781315,7,-0.03233588593796503,-0.010829688045413918,6,0.023228516590414028,0.02452706335285863,0.04282501592609027,-0.0055986660214852255,0.018613174952302525,0.05097311737437921
2022-01-20,2021-12-28,2021-12-29,-0.05243138924381151,-0.013217078097014176,7,0.05420794071471868,0.030148653091788186,4,0.021508825012099338,0.06072313615889667,7,0.03524906840414456,3.475725734723513e-05,7,-0.06435874887488868,-0.033962945420844715,0.0008882757354535878,0.02837894670812195,0.014633611221787768,-0.015461282115856085
2022-02-10,2022-01-19,2022-01-20,0.011910866432764669,0.010450050483228779,7,-0.04394835289052625,-0.05023218154169279,6,-0.04672416994622449,-0.036440341295057944,6,-0.023139006235031224,-0.01917414216626865,5,0.005752727128755852,0.01738625500488307,-0.01601874322888079,-0.03493158809062786,-0.025475165659754325,-0.01740665175672991
2022-03-04,2022-02-09,2022-02-10,0.022057602910034085,0.040279549931832415,4,0.07574404254271278,0.039600924680875595,6,0.00023030055723298007,0.013550313788271854,6,-0.0009122233026491733,-0.017387395542597495,7,-0.03816874211012489,-0.018031923125469557,0.04890082272637343,-0.0003409613727080966,0.024279930676832668,0.011143951733633533
2022-03-25,2022-03-03,2022-03-04,0.03784340461633215,-0.01404847063853068,4,-0.08259021544184386,-0.02978230937640347,2,0.06100082256149618,0.009320944458178564,7,-0.005181452154878019,0.04623311657502367,5,0.05073536249303712,0.0526077236236153,-0.022373405412755856,0.02790968520330908,0.0027681398952766117,0.049422113588914164
2022-04-18,2022-03-24,2022-03-25,-0.030541446270220974,-0.007154433224838308,5,0.033494421989347434,-0.00042334311200853403,2,-0.03135488309551012,-0.0007207549722573573,6,-0.006669397796499903,-0.02509506856413576,7,-0.032516819019630216,-0.014056563358903491,0.00147648785956323,-0.01901214044600501,-0.008767826293220891,-0.03094816468286555
2022-05-09,2022-04-14,2022-04-18,-0.21029919995706967,-0.12054557437194846,5,0.05605273731833845,-0.032876183390290935,3,-0.05094720156706697,0.04355170463573743,7,0.07277232836180693,-0.019560052094720875,6,-0.0908735801315329,-0.09655501152835415,-0.0771232313193656,0.01091256339736998,-0.03310533396099781,-0.13062320076206832
2022-05-31,2022-05-06,2022-05-09,0.07378408511765244,-0.022917968994744298,2,-0.11224806866129448,-0.029127455965659948,3,0.08549995949542699,0.0360676950550536,7,-0.06426431156400365,0.0024092590253996125,5,0.03706943683293451,0.06493284552623992,-0.01923199177182102,0.010617823965711669,-0.004307083903054676,0.07964202230653972
2022-06-22,2022-05-27,2022-05-31,-0.14624623439385137,-0.006058107299723503,2,0.12599733267384253,0.02108702959673651,3,-0.0902029828003402,0.012495940981911582,7,0.07372100374051568,-0.024977920041736094,7,-0.08941652622299812,-0.1094891081178227,-0.010124450860004422,-0.008240989529912257,-0.00918272019495834,-0.11822460859709578
2022-07-14,2022-06-21,2022-06-22,0.04882441504892854,0.028057006736340373,1,-0.02130219886518392,-0.040217263378271306,4,-0.043270734496768944,-0.031206759095618604,7,0.0,0.0,0,0.009402016055132467,-0.010487906819512404,0.01376110809187231,-0.021635367248384472,-0.003937129578256081,0.002776840276079797
2022-08-04,2022-07-13,2022-07-14,0.0,0.0,0,0.087568924039159,0.1621233280563265,2,0.17158884655689377,0.07681864232390755,7,0.02062712273789839,0.1149845040806865,3,0.09594875682190218,0.1064714280430865,0.0437844620195795,0.09610798464739607,0.0699462233334878,0.08579442327844689
2022-08-25,2022-08-03,2022-08-04,0.0675091449046783,-0.011128264243082664,2,0.001091767471404272,0.052545213622254505,1,0.06198421337574462,0.03307068721049866,7,-0.008076825680423597,0.0017073310551746397,6,0.012893169953559047,0.032402933500781016,0.034300456188041284,0.026953693847660512,0.030627075017850895,0.06474667914021145
2022-09-16,2022-08-24,2022-08-25,-0.12617784824069697,-0.04221043286143433,4,0.04537477793576644,-0.06019033717437511,2,-0.09713893515967652,-0.018296269550326483,7,0.053960461905683245,-0.013831263228404203,6,-0.07715241465862799,-0.07152103832240307,-0.040401535152465265,-0.021589236626996636,-0.03099538588973095,-0.11165839170018674
2022-10-07,2022-09-15,2022-09-16,0.10798183880016698,0.055776683211439915,1,0.011956940717607445,-0.03662891809433794,2,-0.061184857375554076,-0.017343409913286645,7,0.01970251481762808,-0.010613389899852221,4,-0.059056823809900516,-0.04281254195452043,0.059969389758887215,-0.020741171278962998,0.01961410923996211,0.023398490712306454
2022-10-28,2022-10-06,2022-10-07,0.027226123375506228,-0.06184969439159316,1,-0.014355826949904227,0.028801888275139076,2,0.11982014471086697,0.05445185893298158,7,-0.10033044357213594,-0.02992072802195526,3,0.07230074792013563,0.08640768453914269,0.006435148212801001,0.009744850569365512,0.008089999391083257,0.0735231340431866
2022-11-18,2022-10-27,2022-10-28,0.06928970742447721,0.03970593556684582,4,-0.0674208809803083,-0.04884234518871448,3,0.1005633510459417,0.0793119265740148,7,-0.01746281766633604,-0.000804947064745054,5,0.018019688352442165,0.03495520880842755,0.000934413222084457,0.04155026668980283,0.021242339955943643,0.08492652923520946
2022-12-12,2022-11-17,2022-11-18,-0.02733240127508263,0.0011002216898054473,2,-0.04842525336566439,-0.04036806719979502,1,0.026450966282338912,0.014957817816027138,6,0.006237065777282161,0.009232202289699882,7,0.007373233216372288,0.009491288246004207,-0.03787882732037351,0.016344016029810535,-0.010767405645281487,-0.00044071749637185874
2023-01-04,2022-12-09,2022-12-12,0.007651468231495596,0.025119627551228263,2,0.09824403962299177,0.10506608765417513,1,-0.09346708182984378,-0.05944339041151094,5,0.017899134274714994,-0.01378186034170024,6,-0.0336577335096353,-0.023607885125910187,0.052947753927243685,-0.03778397377756439,0.007581890074839645,-0.042907806799174095
2023-01-26,2023-01-03,2023-01-04,0.04886398185585161,-0.008920772145978972,1,-0.22288735667468157,-0.11480014487344031,2,0.11868170278372135,0.05167160773679274,7,-0.03988938542521261,0.026101858622789353,5,0.05469551098336489,0.0700981570816193,-0.08701168740941498,0.039396158679254376,-0.0238077643650803,0.08377284231978649
2023-02-16,2023-01-25,2023-01-26,-0.013531539204880616,-0.0013253933591162782,5,0.03187372931598165,-0.006687489742818409,2,0.021040719476207965,0.018810462167791586,6,0.007133885622551739,0.020022020065970796,6,0.008721447730758891,0.00490034243658202,0.009171095055550516,0.014087302549379852,0.011629198802465185,0.0037545901356636742
2023-03-10,2023-02-15,2023-02-16,-0.09361399103038955,-0.03904573684202217,7,0.059459682807814405,0.009717152674114252,3,-0.056199820697829916,-0.011121222975743583,4,0.0558080396596034,0.004976096185378069,6,-0.054790838419743415,-0.058711599354506254,-0.01707715411128757,-0.0001958905191132565,-0.008636522315200415,-0.07490690586410972
2023-03-31,2023-03-09,2023-03-10,0.026348609015005502,-0.02989024996464984,3,-0.10531804968567232,-0.035270616669824506,6,0.03920101918288602,-0.02087010582872617,7,0.0038253565449496447,0.03203863353114811,1,0.06489191907023617,0.05386759540120437,-0.03948472033533341,0.021513187863917833,-0.008985766235707788,0.03277481409894576
2023-04-24,2023-03-30,2023-03-31,-0.060187880258964634,-0.05006234880536927,3,0.02105805836923219,0.025084671979591744,2,-0.00015841136085556088,-0.004236745662607423,7,-0.025613682694712075,-0.023464246072953405,6,0.007914256460308078,0.005285194873161608,-0.01956491094486622,-0.012886047027783818,-0.01622547898632502,-0.030173145809910096
2023-05-15,2023-04-21,2023-04-24,-0.020663449894226665,-0.0029917590108417547,4,-0.06468496729364753,-0.024909543929087674,2,-0.030470238419756632,-0.017402576655864945,7,0.01759260125377865,0.020897649358718535,6,0.0009209926142155211,-0.009847420453400148,-0.0426742085939371,-0.006438818582988991,-0.024556513588463044,-0.025566844156991647
2023-06-06,2023-05-12,2023-05-15,0.13776161853969018,0.09140864494733252,5,0.028858582143478546,0.04295407132125206,3,0.05736073124726983,0.0245122608105246,7,-0.0157016441464423,0.024652952454160288,6,0.03636707270975825,0.03451818566798287,0.08331010034158437,0.020829543550413762,0.052069821945999066,0.09756117489348001
2023-06-28,2023-06-05,2023-06-06,0.07516067007287616,0.04484537697661024,5,-0.009161572650165345,0.009733572397135931,4,0.01686866863553314,-0.009700827858261965,6,-0.03579704131489438,-0.0007847716012524356,6,0.02331838778736106,0.031043903710596666,0.03299954871135541,-0.009464186339680622,0.011767681185837394,0.04601466935420465
