exit,SPY,cash,L18 stock,G3 stock,L18 sec,G3 sec,L18 spy,G3 spy,L18 atm,G3 atm,L18 c30,G3 c30,L18 atm_dm,G3 atm_dm,L18 c30_dm,G3 c30_dm,L18 x_atm,G3 x_atm,L18 x_c30,G3 x_c30,L18 x_mix,G3 x_mix,L18 h1,G3 h1,L18 h2,G3 h2,L18 pp50,G3 pp50,L18 pp100,G3 pp100,S18 stock,S18 put,S18 put_dm,G2 put_dm,G4 put_dm,CP36 atm,CP36 atm_dm,SEC+PUT,Book 18L/18S (stock shorts)
2018-07-03,-0.01012556851407842,0.0014692108887073285,-0.015168552979778847,-0.0007009752434526703,-0.014755321182509464,2.3503649431196654e-05,-0.005217637955080406,0.008006075403158468,-0.01452924985512615,-0.010974950737036939,-0.008992765169747306,-0.008444454402754095,-0.0290587085229368,-0.022326370729575964,-0.03340404263947479,-0.03157634008283076,-0.009791708856959715,-0.005467746021846005,-0.02164084748697074,-0.02128354432438971,-0.017295513370432756,-0.012033574971134919,-0.010206774959980186,-0.007192785203784219,-0.0218827608086677,-0.015854781296275766,-0.014412787555848667,-0.01087304622516914,-0.014296325256571183,-0.010771141713301341,-0.006948920797422542,-0.0006503827051806936,-0.0029800970326301513,-0.009501517049173982,0.003541322983913681,-0.007589816280153421,-0.016019402777783475,-0.008867709107569809,-0.011874965160104766
2018-08-02,0.042414172726371824,0.0015748454876625129,0.037022876137866444,0.03521035144678064,0.010545673885192678,0.007146887462960034,0.0026567701056086765,0.0031353191500067346,0.0181069604283286,0.019764030776123508,0.006080081537814064,0.010762176448418271,0.03266733843171196,0.036195490906087674,0.0165922989881677,0.03219928202351505,-0.011608750732742153,-0.005128858980736169,-0.03800510659329626,-0.01875829651918466,-0.021930067149752,-0.014762087636612036,0.00026772179234034005,0.0031140747158678005,-0.0010394019029818329,0.004653303944073088,0.01205376581708812,0.014114382472299063,0.006000571205847641,0.008464734168474618,-0.03789078151713608,-0.022113144766990552,-0.04830330055643059,-0.055370775626463004,-0.041235825486398175,-0.002003092169330976,-0.007817981062359314,-0.018878813335618957,-0.001352612557437953
2018-08-31,0.02804662899364274,0.0015472876326567686,0.03492637825011775,0.0027321823582166444,0.017783283534697752,-0.015454976254724861,0.014004668302684202,-0.015200711882440673,0.023693488222963095,0.001486356147035429,0.01681300394567585,0.0005019324684621573,0.04355458345332605,0.0015962063771754157,0.05243300867605369,-0.001937229581325269,0.019043180430865572,-0.019413567642076426,0.023365726103025192,-0.026852043215349692,0.014487300880297566,-0.02331860725684901,0.012630910280990915,-0.00799585351751215,0.02371453292932506,-0.01753899466768107,0.02000757919329659,-0.001672994449821565,0.016321670163630106,-0.004832345046678558,-0.005371494064106173,-0.005406157581350195,-0.013025241197866346,-0.005060195476710847,-0.020990286919021845,0.00914366532080645,0.015264671127729851,0.0023790211684157027,0.013831877428604427
2018-10-02,0.008851610430588908,0.0017849729408394577,0.040417199911755235,0.02374457137822112,0.03130500558647667,0.016177870820363968,0.0341950020036307,0.018766813051721485,0.020203462980635092,0.006734476004523482,0.00934176735686084,0.004501576473070463,0.03680593348150843,0.011451711884055473,0.026974287660910715,0.010840318048276112,0.04166931481433908,0.015342416950320006,0.038545057020029354,0.02009693353557102,0.04837670284062707,0.02070832737135038,0.01634862530122304,0.003650605860993845,0.03091227766160663,0.005516238781148233,0.01654742588563038,0.003809646328519709,0.012891388790625662,0.000884816652515936,-0.008428727453202648,-0.0045584030926770856,-0.011599640783366887,-0.00810360621459313,-0.015095675352140644,0.007822529943979004,0.012603146349070771,0.009852682401554892,0.01495300201378661
2018-10-31,-0.07178631248714751,0.0017110195149987462,-0.0634347604567773,-0.003939196939962512,-0.008424770838131783,0.03561331983923412,-0.002520317121655437,0.04479235772813498,-0.016474158666800208,0.00028320866868088005,-0.011077443292374744,-0.007470876632840587,-0.03250640971488732,-0.0012922453846770507,-0.04091718984291289,-0.028895300977799052,-0.014975018501093871,0.012732867586357714,-0.030373797498885198,-0.02046058710257689,-0.021963017370859626,0.00714246849054511,0.013270138202844586,0.024078646164396717,0.024829256890690425,0.04644627281379469,0.009517517490710834,0.021076549594689718,0.03550919364822189,0.041869890520698554,0.04963946894891967,0.03826312368537976,0.07868129148231759,0.0700235172565982,0.08733906570803696,0.010894482509289777,0.023087440883715133,0.0351282603220929,-0.007895740471011416
2018-11-30,0.0185493131145662,0.0018530362234439046,0.031151036874948673,0.0388189938749352,0.01867096880590361,0.026165661276003647,0.020703312108151708,0.02552188962628452,0.01798322499669219,0.024007339339251102,0.010034034872189715,0.014284926859777641,0.03242527177532652,0.04374951550047295,0.029123031719263275,0.0432926716778897,0.03670837537353008,0.049200738261822946,0.047176958919453095,0.06627039720540402,0.05047919897551635,0.06672724102798727,0.012193157100574743,0.0166381620169198,0.02253327797770558,0.031423287810395696,0.011878630038156389,0.01623785484656917,0.005774035079620588,0.008468370353887238,-0.0391225176600897,-0.015685040738983753,-0.03556917628643893,-0.04684219281673065,-0.024296159756147198,0.001149092128854218,-0.0015719522555562061,-0.00844910374026766,-0.005272571103295449
2019-01-03,-0.10888416199230322,0.0021277435327233807,-0.06113778838489673,-0.07306707022065426,0.029549149538521193,0.03122207860134342,0.03718390541512692,0.03754483530437233,-0.022273453869038482,-0.03507723693120478,-0.0122512009565909,-0.01790585154486908,-0.04395659801263685,-0.06798735589959828,-0.04580207143165755,-0.06465090672591814,-0.00819771483343387,-0.027758612322994942,-0.02105121693865285,-0.03680619542128785,-0.019205743519632144,-0.040142644594968,0.025941729238651845,0.01916484406494683,0.049755714944580295,0.03620194459717028,0.018644348012698934,0.010955290185749804,0.05956214989443634,0.056987817302704386,0.05650384118854192,0.04123123929376099,0.08458438743597113,0.0565874020912516,0.11258137278069064,0.009478892712361254,0.02031389471166714,0.057066768487246164,-0.003499053338579288
2019-02-04,0.11363177263044633,0.0020428049680349947,0.06685182415218748,0.12793867137611917,-0.0022335577886406282,0.023824469205959948,-0.007807487622753406,0.01594970371370784,0.05568579109840591,0.12013315624556263,0.03724259581892678,0.07969241939285472,0.10237011350531952,0.22293030396500071,0.11937544113767425,0.2608748530507674,-0.007534786303184511,0.058072954252244645,-0.02826207122622853,0.039418584504913236,-0.04526739885858323,0.0014740354191465415,0.01767520022159047,0.06311726993033946,0.033307595475145946,0.12419173489264394,0.04710755942951813,0.10726580874223098,0.03852932776063033,0.09439846123889926,-0.07641708539720227,-0.023435342665325164,-0.05297984047708133,-0.09692782917383061,-0.009031851780332051,0.01612522421654037,0.024695136514119094,-0.02760669913286098,-0.006144500601197395
2019-03-06,0.019745356607886677,0.00189891516566143,0.023879136895889545,0.027059898820077113,0.006551967024912064,0.011904810375013885,0.006646386644899033,0.010840839760321328,0.012461946393504683,0.023953420102493652,0.00907746758943344,0.01855081636223529,0.021027758083017736,0.04138483535453509,0.02582742324490146,0.057405252487574304,0.0128618207832489,0.03369924730769383,0.039339141936110676,0.07012216419694768,0.034539476774226946,0.05410174706390847,0.002948861328669305,0.014999928276766241,0.00399880749167718,0.028100941387871052,0.005673173725021636,0.017563987002744905,-0.0011155989434614125,0.011174553902996147,-0.008151738551032702,-0.0035863136073694462,-0.00963591255116144,-0.002358930913506701,-0.01691289418881618,0.004437816393067619,0.005695922765928148,-0.0015419727631246875,0.006861493946107112
2019-04-04,0.04007874320148397,0.0018899899340625304,0.030761737575383752,0.012599619487007559,0.005701800667147181,-0.004472059586868592,0.002892082437801603,-0.008838576772671018,0.010251178804101426,-0.00651512972858977,-5.059749242436134e-05,-0.007501913104560528,0.01787482284339294,-0.013934826734883823,-0.004578634820893815,-0.029416353528014312,-0.015741685697479153,-0.03979367945863158,-0.041868604108979746,-0.05810094528808041,-0.019415146444692992,-0.04261941849494992,-0.004366145129767785,-0.017759225062335314,-0.0106222801935981,-0.03740844005873316,0.005398658645807855,-0.010247837542661748,0.0005461384875142844,-0.013980545356733721,-0.0209610302196729,-0.012060675640775443,-0.02755369140773721,-0.0130673332896001,-0.04204004952587431,-0.0009047484183370086,-0.004839434282172135,-0.010925945370295015,0.003692860108871031
2019-05-06,0.019639303885166548,0.002055678350961987,0.00235369000092803,-0.009308104445879865,0.0013070853683568875,-0.0037706219565373836,-0.010634483995997486,-0.019299007520437957,-0.01071580499893326,-0.010548584967509322,-0.007711068645034743,-0.0035560143787564547,-0.021697997846893427,-0.021460704698688476,-0.030500144969027105,-0.01664996408143279,-0.029722233136770068,-0.02763319338320898,-0.02642702388168037,-0.013516794014242998,-0.017624876759546687,-0.01832753463149868,-0.017952220290798956,-0.016115058268944476,-0.0379601189325599,-0.03428579488885094,-0.015045096467847439,-0.013878809174366383,-0.019374387936761616,-0.01720903338122344,0.0019572751870817443,-0.0026311038906677037,-0.007811603406901031,-0.009672327598065918,-0.005950879215736146,-0.006673454444800482,-0.014754800626897229,-0.003252259019272072,0.00084213253644584
2019-06-05,-0.033672675966525345,0.001921443532862277,-0.04653663534892754,-0.05149382800260056,-0.0251858151551145,-0.03667201400221234,-0.019163431293848288,-0.031941539391829664,-0.014026173196042074,-0.017396216064860408,-0.0057950430770266174,-0.007098454645396077,-0.028380539421819076,-0.0346902473897234,-0.023800178500100726,-0.028144883727998924,-0.006292480066912177,-0.01891306213621847,-0.009443166291247609,-0.017889875007389557,-0.014023527212965965,-0.02443523866911403,-0.0010867992090600005,-0.008153806074158927,-0.004095041950982276,-0.01822905568118013,-0.006203928287953809,-0.011808898273368793,0.0016183166201344584,-0.006221580481877172,0.014984043079704487,0.018232658580183636,0.03634587166897986,0.04082874035463915,0.031863002983320565,0.002103242692070781,0.003982666123580392,0.005580028256932679,-0.01695051162691625
2019-07-05,0.059908149621345164,0.0018586717264825747,0.07030280604882526,0.10359639702648696,0.018157535445711734,0.04871749170732008,0.015100521370343909,0.04514691913162436,0.03316587057397213,0.05642956358790817,0.01259265737877406,0.02662028826931033,0.06126541858021939,0.10526274287338452,0.0376386239007875,0.08439739353590839,-0.013849895604034176,0.025728880795939563,-0.05784767460618694,-0.016705746059711632,-0.034220879926755064,0.004159603277764508,0.004687022141670245,0.02627548877723559,0.007515372556857921,0.05069230582798861,0.02572532023414677,0.04855133381632838,0.018284769894321425,0.040673104044748595,-0.04126586537865969,-0.012739835093401281,-0.029011183049387032,-0.02718984176243136,-0.030832524336342686,0.010213017740285423,0.016127117765416178,-0.005426823801837649,0.013537504701661419
