signal,entry,exit,group,sector,ticker,skew90,mom20,dd60,stock_ret,pnl,vs_sector
2020-02-03,2020-02-04,2020-02-26,G4,XLV,SYK,6.62,0.0098,-0.025,-0.0679,0.0659,0.0219
2020-02-03,2020-02-04,2020-02-26,G4,XLI,ADP,7.62,0.0234,-0.0246,-0.0545,0.0525,-0.0096
2020-02-03,2020-02-04,2020-02-26,G4,XLC,CHTR,6.36,0.076,0.0,-0.0257,0.0237,-0.0184
2020-02-03,2020-02-04,2020-02-26,G4,XLB,CTVA,5.79,0.0606,0.0,-0.0792,0.0772,0.013
2020-02-03,2020-02-04,2020-02-26,G4,XLP,GIS,8.52,0.0297,-0.0248,-0.0078,0.0058,-0.0219
2020-02-03,2020-02-04,2020-02-26,G4,XLU,PCG,8.33,0.6339,0.0,-0.0018,-0.0002,-0.015
2020-02-25,2020-02-26,2020-03-18,G1,XLK,CRM,3.96,0.0031,-0.0625,-0.2607,-0.2627,-0.0652
2020-02-25,2020-02-26,2020-03-18,G1,XLY,TSLA,-0.01,0.4335,-0.1281,-0.5362,-0.5382,-0.256
2020-02-25,2020-02-26,2020-03-18,G1,XLV,GILD,-3.8,0.0982,-0.0384,0.0731,0.0711,0.2085
2020-02-25,2020-02-26,2020-03-18,G1,XLC,TMUS,1.41,0.1717,-0.0588,-0.2064,-0.2084,0.009
2020-02-25,2020-02-26,2020-03-18,G1,XLB,NEM,0.58,0.1028,-0.0223,-0.1561,-0.1581,0.1082
2020-02-25,2020-02-26,2020-03-18,G1,XLP,CHD,3.62,0.0362,-0.0241,-0.0678,-0.0698,0.0281
2020-02-25,2020-02-26,2020-03-18,G1,XLU,AEE,3.24,0.0431,-0.0372,-0.1009,-0.1029,0.0804
2020-02-25,2020-02-26,2020-03-18,G2,XLK,QCOM,3.04,-0.0785,-0.1636,-0.2258,0.2238,0.0303
2020-02-25,2020-02-26,2020-03-18,G2,XLY,TJX,3.71,-0.0162,-0.065,-0.3616,0.3596,0.0814
2020-02-25,2020-02-26,2020-03-18,G2,XLV,BMY,3.84,-0.0245,-0.0785,-0.1902,0.1882,0.0548
2020-02-25,2020-02-26,2020-03-18,G2,XLC,MTCH,-2.65,-0.1968,-0.2672,-0.2126,0.2106,-0.0028
2020-02-25,2020-02-26,2020-03-18,G2,XLB,IFF,3.13,-0.0749,-0.1313,-0.1218,0.1198,-0.1425
2020-02-25,2020-02-26,2020-03-18,G2,XLE,EQT,-0.25,-0.2125,-0.5239,0.752,-0.754,-1.2511
2020-02-25,2020-02-26,2020-03-18,G2,XLU,CNP,1.64,-0.0555,-0.0922,-0.4821,0.4801,0.3009
2020-02-25,2020-02-26,2020-03-18,G3,XLK,KLAC,5.87,-0.1302,-0.1886,-0.1036,-0.1056,0.0919
2020-02-25,2020-02-26,2020-03-18,G3,XLY,RCL,7.96,-0.234,-0.3369,-0.7261,-0.7281,-0.4459
2020-02-25,2020-02-26,2020-03-18,G3,XLV,PFE,6.74,-0.1465,-0.158,-0.068,-0.07,0.0674
2020-02-25,2020-02-26,2020-03-18,G3,XLI,MMM,6.41,-0.1563,-0.183,-0.0802,-0.0822,0.2205
2020-02-25,2020-02-26,2020-03-18,G3,XLC,TTWO,6.88,-0.0983,-0.1489,-0.026,-0.028,0.1894
2020-02-25,2020-02-26,2020-03-18,G3,XLB,DD,6.92,-0.1729,-0.2828,-0.3173,-0.3193,-0.053
2020-02-25,2020-02-26,2020-03-18,G3,XLE,DVN,5.28,-0.214,-0.3301,-0.6729,-0.6749,-0.1739
2020-02-25,2020-02-26,2020-03-18,G3,XLP,MO,9.06,-0.1463,-0.1709,-0.0902,-0.0922,0.0058
2020-02-25,2020-02-26,2020-03-18,G3,XLU,VST,9.01,0.0226,-0.1611,-0.4137,-0.4157,-0.2324
2020-02-25,2020-02-26,2020-03-18,G4,XLY,MCD,5.54,0.0132,-0.0246,-0.3424,0.3404,0.0622
2020-02-25,2020-02-26,2020-03-18,G4,XLP,HSY,5.24,0.0342,-0.0187,-0.2669,0.2649,0.1709
2020-02-25,2020-02-26,2020-03-18,G4,XLU,D,6.17,0.0536,-0.0224,-0.0649,0.0629,-0.1164
2020-03-17,2020-03-18,2020-04-08,G1,XLV,GILD,-2.45,0.1224,-0.0624,-0.0558,-0.0578,-0.1844
2020-03-17,2020-03-18,2020-04-08,G1,XLE,EQT,-3.2,0.6567,-0.1318,0.2474,0.2454,-0.2115
2020-03-17,2020-03-18,2020-04-08,G2,XLC,FOX,0.78,-0.3562,-0.3788,0.206,-0.208,-0.0845
2020-03-17,2020-03-18,2020-04-08,G2,XLB,IP,3.63,-0.2159,-0.2674,0.0701,-0.0721,0.1362
2020-03-17,2020-03-18,2020-04-08,G2,XLE,MPC,-6.42,-0.6405,-0.6688,0.4513,-0.4533,0.0076
2020-03-17,2020-03-18,2020-04-08,G2,XLU,CNP,0.32,-0.4532,-0.457,0.3488,-0.3508,-0.285
2020-03-17,2020-03-18,2020-04-08,G3,XLK,AVGO,11.72,-0.358,-0.3856,0.5818,0.5798,0.4337
2020-03-17,2020-03-18,2020-04-08,G3,XLY,RCL,23.52,-0.7493,-0.7932,0.682,0.68,0.4779
2020-03-17,2020-03-18,2020-04-08,G3,XLV,SYK,13.99,-0.3684,-0.3773,0.2739,0.2719,0.1453
2020-03-17,2020-03-18,2020-04-08,G3,XLI,BA,12.23,-0.6337,-0.6406,0.4415,0.4395,0.2807
2020-03-17,2020-03-18,2020-04-08,G3,XLC,LYV,23.61,-0.5424,-0.5542,0.28,0.278,0.1586
2020-03-17,2020-03-18,2020-04-08,G3,XLB,LYB,5.63,-0.4793,-0.5558,0.3673,0.3653,0.1609
2020-03-17,2020-03-18,2020-04-08,G3,XLE,TRGP,6.15,-0.8044,-0.824,0.6892,0.6872,0.2303
2020-03-17,2020-03-18,2020-04-08,G3,XLP,SYY,12.65,-0.5437,-0.5892,0.5289,0.5269,0.49
2020-03-17,2020-03-18,2020-04-08,G3,XLU,PCG,5.1,-0.427,-0.4886,0.4993,0.4973,0.4355
2020-03-17,2020-03-18,2020-04-08,G4,XLV,LLY,14.09,0.0155,-0.0231,0.0219,-0.0239,0.1067
2020-03-17,2020-03-18,2020-04-08,G4,XLP,KMB,11.33,0.0089,-0.0211,-0.0127,0.0107,0.0516
2020-04-07,2020-04-08,2020-04-30,G1,XLV,GILD,0.42,0.0418,-0.0605,0.1201,0.1181,0.0627
2020-04-07,2020-04-08,2020-04-30,G1,XLC,MTCH,3.69,0.0662,-0.2409,0.112,0.11,0.0244
2020-04-07,2020-04-08,2020-04-30,G2,XLB,AMCR,2.27,-0.0936,-0.2535,0.0541,-0.0561,-0.0017
2020-04-07,2020-04-08,2020-04-30,G3,XLK,APH,9.4,-0.1607,-0.3082,0.1085,0.1065,0.0354
2020-04-07,2020-04-08,2020-04-30,G3,XLY,RCL,14.41,-0.3507,-0.7491,0.2452,0.2432,0.1325
2020-04-07,2020-04-08,2020-04-30,G3,XLV,SYK,11.36,-0.0935,-0.2608,0.0567,0.0547,-0.0008
2020-04-07,2020-04-08,2020-04-30,G3,XLI,BA,11.47,-0.3871,-0.5901,-0.0398,-0.0418,-0.0708
2020-04-07,2020-04-08,2020-04-30,G3,XLC,LYV,13.66,-0.2484,-0.5025,0.1883,0.1863,0.1007
2020-04-07,2020-04-08,2020-04-30,G3,XLB,FCX,6.3,-0.1567,-0.4369,0.0996,0.0976,0.0473
2020-04-07,2020-04-08,2020-04-30,G3,XLE,TRGP,6.68,-0.4445,-0.8049,0.6354,0.6334,0.5249
2020-04-07,2020-04-08,2020-04-30,G3,XLP,SYY,15.86,-0.2539,-0.4437,0.1909,0.1889,0.1793
2020-04-07,2020-04-08,2020-04-30,G3,XLU,PCG,8.29,-0.3835,-0.5247,-0.0239,-0.0259,-0.0096
2020-04-07,2020-04-08,2020-04-30,G4,XLV,VRTX,7.41,0.0744,-0.0299,0.0062,-0.0082,0.0513
2020-04-07,2020-04-08,2020-04-30,G4,XLE,EQT,14.84,0.5227,0.0,0.3459,-0.3479,-0.2355
2020-04-29,2020-04-30,2020-05-21,G1,XLK,AMD,3.28,0.1799,-0.089,0.0431,0.0411,-0.0086
2020-04-29,2020-04-30,2020-05-21,G1,XLY,TSLA,1.02,0.5277,-0.1274,0.0585,0.0565,0.0172
2020-04-29,2020-04-30,2020-05-21,G1,XLV,GILD,-0.67,0.1121,-0.0101,-0.125,-0.127,-0.1218
2020-04-29,2020-04-30,2020-05-21,G1,XLC,MTCH,0.77,0.2052,-0.0403,0.0915,0.0895,0.0296
2020-04-29,2020-04-30,2020-05-21,G1,XLB,NEM,2.51,0.377,-0.012,0.0672,0.0652,0.0455
2020-04-29,2020-04-30,2020-05-21,G1,XLE,HAL,0.09,0.6088,-0.5068,0.141,0.139,0.122
2020-04-29,2020-04-30,2020-05-21,G1,XLP,KDP,2.87,0.1067,-0.0895,0.0159,0.0139,0.0329
2020-04-29,2020-04-30,2020-05-21,G3,XLK,AMAT,8.08,0.1859,-0.1939,0.1119,0.1099,0.0602
2020-04-29,2020-04-30,2020-05-21,G3,XLY,RCL,11.55,0.4939,-0.5896,-0.0731,-0.0751,-0.1144
2020-04-29,2020-04-30,2020-05-21,G3,XLV,MDT,9.03,0.0994,-0.1776,-0.0227,-0.0247,-0.0195
2020-04-29,2020-04-30,2020-05-21,G3,XLI,BA,6.07,-0.068,-0.5976,-0.0143,-0.0163,-0.0093
2020-04-29,2020-04-30,2020-05-21,G3,XLC,LYV,11.36,0.0235,-0.3884,0.0147,0.0127,-0.0471
2020-04-29,2020-04-30,2020-05-21,G3,XLB,LYB,11.8,0.2075,-0.2894,0.0399,0.0379,0.0181
2020-04-29,2020-04-30,2020-05-21,G3,XLE,TRGP,9.55,0.7685,-0.6902,0.3356,0.3336,0.3167
2020-04-29,2020-04-30,2020-05-21,G3,XLP,SYY,10.5,0.2982,-0.2426,-0.0674,-0.0694,-0.0504
2020-04-29,2020-04-30,2020-05-21,G3,XLU,PCG,10.13,0.1691,-0.4171,0.1118,0.1098,0.1363
2020-04-29,2020-04-30,2020-05-21,G4,XLK,ORCL,9.59,0.1201,-0.0286,-0.0142,0.0122,0.0659
2020-04-29,2020-04-30,2020-05-21,G4,XLV,TMO,10.85,0.1834,-0.0207,0.0032,-0.0052,-0.0064
2020-04-29,2020-04-30,2020-05-21,G4,XLC,VZ,10.8,0.0933,-0.0248,-0.0606,0.0586,0.1224
2020-04-29,2020-04-30,2020-05-21,G4,XLP,GIS,9.7,0.1527,-0.0108,0.001,-0.003,-0.018
2020-05-20,2020-05-21,2020-06-12,G1,XLK,NVDA,3.13,0.2539,0.0,0.0184,0.0164,-0.0156
2020-05-20,2020-05-21,2020-06-12,G1,XLY,TSLA,1.91,0.114,-0.0047,0.1301,0.1281,0.0977
2020-05-20,2020-05-21,2020-06-12,G1,XLC,TTWO,2.97,0.1522,0.0,-0.0303,-0.0323,-0.044
2020-05-20,2020-05-21,2020-06-12,G1,XLB,FCX,2.69,0.1937,-0.1314,0.1787,0.1767,0.1404
2020-05-20,2020-05-21,2020-06-12,G2,XLV,GILD,-0.66,-0.0913,-0.1204,0.0048,-0.0068,-0.023
2020-05-20,2020-05-21,2020-06-12,G3,XLK,MU,5.31,0.0622,-0.1564,0.0767,0.0747,0.0427
2020-05-20,2020-05-21,2020-06-12,G3,XLY,RCL,11.23,0.1976,-0.5004,0.4113,0.4093,0.3789
2020-05-20,2020-05-21,2020-06-12,G3,XLV,MRK,7.87,-0.0386,-0.0844,0.0047,0.0027,0.0229
2020-05-20,2020-05-21,2020-06-12,G3,XLI,BA,6.1,-0.0122,-0.5637,0.3634,0.3614,0.2862
2020-05-20,2020-05-21,2020-06-12,G3,XLC,OMC,8.57,0.0345,-0.2686,0.0731,0.0711,0.0595
2020-05-20,2020-05-21,2020-06-12,G3,XLB,MLM,5.89,0.0116,-0.2914,0.1062,0.1042,0.0679
2020-05-20,2020-05-21,2020-06-12,G3,XLE,OXY,6.13,0.1513,-0.5487,0.299,0.297,0.2706
2020-05-20,2020-05-21,2020-06-12,G3,XLP,SYY,8.21,0.024,-0.2706,0.0339,0.0319,0.0191
2020-05-20,2020-05-21,2020-06-12,G3,XLU,CNP,7.84,0.0544,-0.2934,0.074,0.072,0.0237
2020-05-20,2020-05-21,2020-06-12,G4,XLK,AAPL,9.45,0.1593,0.0,0.0693,-0.0713,-0.0353
2020-05-20,2020-05-21,2020-06-12,G4,XLY,ORLY,9.25,0.1055,-0.0068,0.015,-0.017,0.0174
2020-05-20,2020-05-21,2020-06-12,G4,XLV,TMO,9.36,0.0166,-0.0168,0.0126,-0.0146,-0.0308
2020-05-20,2020-05-21,2020-06-12,G4,XLI,UNP,8.46,0.1287,0.0,0.0215,-0.0235,0.0556
2020-05-20,2020-05-21,2020-06-12,G4,XLC,DIS,8.36,0.1874,-0.0279,-0.0199,0.0179,0.0335
2020-05-20,2020-05-21,2020-06-12,G4,XLB,SHW,8.67,0.1286,-0.0177,-0.0393,0.0373,0.0776
2020-05-20,2020-05-21,2020-06-12,G4,XLE,WMB,7.76,0.1166,0.0,-0.0447,0.0427,0.0731
2020-05-20,2020-05-21,2020-06-12,G4,XLP,MNST,7.47,0.1545,0.0,-0.0009,-0.0011,0.0157
2020-05-20,2020-05-21,2020-06-12,G4,XLU,NRG,7.45,0.1518,-0.0008,-0.0459,0.0439,0.0962
2020-06-11,2020-06-12,2020-07-06,G1,XLK,MU,3.55,0.1146,-0.0968,0.0458,0.0438,-0.0346
2020-06-11,2020-06-12,2020-07-06,G1,XLY,F,3.88,0.2987,-0.1859,-0.0418,-0.0438,-0.102
2020-06-11,2020-06-12,2020-07-06,G1,XLI,BA,3.64,0.3992,-0.2625,-0.0084,-0.0104,-0.0297
2020-06-11,2020-06-12,2020-07-06,G1,XLC,MTCH,-0.06,0.1462,-0.092,0.0854,0.0834,0.0428
2020-06-11,2020-06-12,2020-07-06,G1,XLB,FCX,3.59,0.1798,-0.136,0.2154,0.2134,0.1495
2020-06-11,2020-06-12,2020-07-06,G1,XLE,OXY,2.33,0.2954,-0.2865,-0.0173,-0.0193,0.0302
2020-06-11,2020-06-12,2020-07-06,G2,XLV,PFE,0.67,-0.1012,-0.128,0.0225,-0.0245,0.0335
2020-06-11,2020-06-12,2020-07-06,G2,XLB,NEM,1.55,-0.1191,-0.1711,0.1033,-0.1053,-0.0374
2020-06-11,2020-06-12,2020-07-06,G2,XLU,PCG,-2.06,-0.0099,-0.1249,-0.1697,0.1677,0.1526
2020-06-11,2020-06-12,2020-07-06,G3,XLK,IBM,9.09,0.0197,-0.1307,-0.0141,-0.0161,-0.0945
2020-06-11,2020-06-12,2020-07-06,G3,XLY,RCL,5.94,0.5786,-0.2744,-0.1824,-0.1844,-0.2426
2020-06-11,2020-06-12,2020-07-06,G3,XLV,MDT,9.22,-0.0258,-0.1206,0.0066,0.0046,-0.0494
2020-06-11,2020-06-12,2020-07-06,G3,XLI,PH,8.93,0.1814,-0.1421,0.0352,0.0332,0.014
2020-06-11,2020-06-12,2020-07-06,G3,XLC,LYV,6.65,0.2748,-0.1638,-0.0745,-0.0765,-0.1171
2020-06-11,2020-06-12,2020-07-06,G3,XLB,LYB,7.63,0.2326,-0.1635,0.0246,0.0226,-0.0413
2020-06-11,2020-06-12,2020-07-06,G3,XLE,OKE,5.57,0.1591,-0.2646,-0.1701,-0.1721,-0.1227
2020-06-11,2020-06-12,2020-07-06,G3,XLP,SYY,8.92,0.1431,-0.1675,-0.001,-0.003,-0.0289
2020-06-11,2020-06-12,2020-07-06,G3,XLU,ED,9.06,0.0449,-0.1815,-0.0302,-0.0322,-0.0132
2020-06-11,2020-06-12,2020-07-06,G4,XLP,CHD,9.65,0.0165,-0.0191,0.0654,-0.0674,-0.0375
2020-07-02,2020-07-06,2020-07-27,G1,XLK,CRM,3.82,0.123,0.0,-0.0342,-0.0362,-0.0319
2020-07-02,2020-07-06,2020-07-27,G1,XLY,TSLA,0.56,0.3983,0.0,0.1225,0.1205,0.0938
2020-07-02,2020-07-06,2020-07-27,G1,XLC,NFLX,1.32,0.151,-0.018,0.0037,0.0017,-0.0128
2020-07-02,2020-07-06,2020-07-27,G1,XLB,NEM,1.31,0.0905,-0.0984,0.1285,0.1265,0.0598
2020-07-02,2020-07-06,2020-07-27,G1,XLE,OXY,2.24,0.1441,-0.2709,-0.0814,-0.0834,-0.0841
2020-07-02,2020-07-06,2020-07-27,G1,XLP,KR,2.86,0.0118,-0.0185,0.0305,0.0285,-0.0228
2020-07-02,2020-07-06,2020-07-27,G1,XLU,CNP,3.2,0.0781,0.0,-0.027,-0.029,-0.0683
2020-07-02,2020-07-06,2020-07-27,G2,XLK,AMD,2.11,-0.0055,-0.0888,0.2916,-0.2936,-0.2939
2020-07-02,2020-07-06,2020-07-27,G2,XLI,UBER,3.52,-0.1578,-0.1755,-0.047,0.045,0.0781
2020-07-02,2020-07-06,2020-07-27,G2,XLC,FOX,0.2,-0.1134,-0.1619,-0.0317,0.0297,0.0482
2020-07-02,2020-07-06,2020-07-27,G2,XLU,PCG,2.4,-0.2039,-0.2482,-0.0109,0.0089,0.0522
2020-07-02,2020-07-06,2020-07-27,G3,XLK,IBM,7.35,-0.0713,-0.1182,0.0501,0.0481,0.0524
2020-07-02,2020-07-06,2020-07-27,G3,XLY,RCL,7.76,-0.1418,-0.3409,-0.0144,-0.0164,-0.0431
2020-07-02,2020-07-06,2020-07-27,G3,XLV,SYK,7.45,-0.0683,-0.1086,0.0731,0.0711,0.0413
2020-07-02,2020-07-06,2020-07-27,G3,XLI,RTX,5.86,-0.0847,-0.1668,-0.0352,-0.0372,-0.0662
2020-07-02,2020-07-06,2020-07-27,G3,XLC,LYV,7.36,-0.1517,-0.2055,0.0414,0.0394,0.0248
2020-07-02,2020-07-06,2020-07-27,G3,XLB,ECL,6.41,-0.093,-0.1249,0.0511,0.0491,-0.0176
2020-07-02,2020-07-06,2020-07-27,G3,XLE,OKE,9.01,-0.2103,-0.3308,-0.0095,-0.0115,-0.0122
2020-07-02,2020-07-06,2020-07-27,G3,XLP,SYY,6.98,-0.0697,-0.1498,0.0043,0.0023,-0.049
2020-07-02,2020-07-06,2020-07-27,G3,XLU,ED,8.83,-0.0136,-0.1671,0.0227,0.0207,-0.0186
2020-07-02,2020-07-06,2020-07-27,G4,XLK,KLAC,7.7,0.0549,0.0,-0.032,0.03,0.0297
2020-07-02,2020-07-06,2020-07-27,G4,XLY,ORLY,8.23,0.0338,-0.0071,0.0578,-0.0598,-0.0291
2020-07-02,2020-07-06,2020-07-27,G4,XLV,TMO,9.63,0.0516,0.0,0.0815,-0.0835,-0.0498
2020-07-02,2020-07-06,2020-07-27,G4,XLC,GOOGL,6.73,0.0393,0.0,0.0199,-0.0219,-0.0033
2020-07-02,2020-07-06,2020-07-27,G4,XLB,VMC,8.47,0.0015,-0.0267,0.0356,-0.0376,0.0332
2020-07-02,2020-07-06,2020-07-27,G4,XLP,CL,8.31,0.0358,-0.0145,0.0223,-0.0243,0.031
2020-07-24,2020-07-27,2020-08-17,G1,XLK,AMD,0.06,0.3364,0.0,0.195,0.193,0.1222
2020-07-24,2020-07-27,2020-08-17,G1,XLY,TSLA,-0.55,0.4371,-0.1376,0.1923,0.1903,0.1259
2020-07-24,2020-07-27,2020-08-17,G1,XLI,LMT,1.76,0.0645,-0.0678,0.018,0.016,-0.0517
2020-07-24,2020-07-27,2020-08-17,G1,XLC,TTWO,3.7,0.1113,0.0,0.1003,0.0983,0.0538
2020-07-24,2020-07-27,2020-08-17,G1,XLB,NEM,0.73,0.1393,-0.0127,-0.01,-0.012,-0.0188
2020-07-24,2020-07-27,2020-08-17,G1,XLP,CHD,3.85,0.119,-0.0041,0.1017,0.0997,0.0684
2020-07-24,2020-07-27,2020-08-17,G2,XLV,GILD,2.39,-0.0245,-0.1155,-0.0723,0.0703,0.0869
2020-07-24,2020-07-27,2020-08-17,G2,XLU,PCG,2.58,-0.038,-0.2554,0.0133,-0.0153,-0.0007
2020-07-24,2020-07-27,2020-08-17,G3,XLK,KLAC,6.46,-0.0215,-0.0861,0.104,0.102,0.0312
2020-07-24,2020-07-27,2020-08-17,G3,XLY,RCL,6.01,0.0463,-0.3233,0.2229,0.2209,0.1565
2020-07-24,2020-07-27,2020-08-17,G3,XLV,CVS,5.7,-0.0029,-0.0961,0.0372,0.0352,0.0227
2020-07-24,2020-07-27,2020-08-17,G3,XLI,GE,5.49,0.0285,-0.1879,-0.0358,-0.0378,-0.1055
2020-07-24,2020-07-27,2020-08-17,G3,XLC,FOXA,6.17,-0.01,-0.1792,-0.0062,-0.0082,-0.0527
2020-07-24,2020-07-27,2020-08-17,G3,XLB,LYB,9.1,0.0703,-0.1033,-0.0178,-0.0198,-0.0266
2020-07-24,2020-07-27,2020-08-17,G3,XLE,DVN,7.9,-0.0855,-0.3149,0.1495,0.1475,0.1383
2020-07-24,2020-07-27,2020-08-17,G3,XLP,SYY,5.93,0.0072,-0.1359,0.1058,0.1038,0.0724
2020-07-24,2020-07-27,2020-08-17,G3,XLU,PPL,10.24,0.0047,-0.1497,0.1406,0.1386,0.128
2020-07-24,2020-07-27,2020-08-17,G4,XLK,CSCO,7.02,0.0342,-0.0284,-0.1081,0.1061,0.1809
2020-07-24,2020-07-27,2020-08-17,G4,XLY,HD,7.97,0.0812,0.0,0.0779,-0.0799,-0.0114
2020-07-24,2020-07-27,2020-08-17,G4,XLV,BSX,7.35,0.139,-0.013,0.0261,-0.0281,-0.0115
2020-07-24,2020-07-27,2020-08-17,G4,XLI,ETN,8.58,0.0952,-0.0215,0.0671,-0.0691,0.0026
2020-07-24,2020-07-27,2020-08-17,G4,XLC,CMCSA,9.25,0.1306,0.0,-0.0007,-0.0013,0.0472
2020-07-24,2020-07-27,2020-08-17,G4,XLB,AMCR,7.98,0.0659,-0.0211,0.0453,-0.0473,-0.0365
2020-07-24,2020-07-27,2020-08-17,G4,XLP,HSY,9.74,0.1322,-0.0044,0.0139,-0.0159,0.0194
2020-07-24,2020-07-27,2020-08-17,G4,XLU,DTE,9.72,0.092,-0.0147,0.0266,-0.0286,-0.014
2020-08-14,2020-08-17,2020-09-08,G1,XLK,AMD,1.55,0.4771,-0.0624,-0.0453,-0.0473,-0.029
2020-08-14,2020-08-17,2020-09-08,G1,XLY,TSLA,-0.28,0.0999,0.0,-0.1006,-0.1026,-0.0991
2020-08-14,2020-08-17,2020-09-08,G1,XLV,DHR,3.79,0.0728,-0.0112,-0.0458,-0.0478,-0.0135
2020-08-14,2020-08-17,2020-09-08,G1,XLI,TT,2.63,0.1604,-0.011,-0.0223,-0.0243,-0.0121
2020-08-14,2020-08-17,2020-09-08,G1,XLC,MTCH,2.78,0.2948,-0.0158,-0.1056,-0.1076,-0.1097
2020-08-14,2020-08-17,2020-09-08,G1,XLB,NEM,0.58,0.0148,-0.0927,-0.0377,-0.0397,-0.0428
2020-08-14,2020-08-17,2020-09-08,G1,XLE,EQT,3.58,0.359,-0.0122,-0.1525,-0.1545,-0.0375
2020-08-14,2020-08-17,2020-09-08,G1,XLP,TGT,3.06,0.1221,0.0,0.0468,0.0448,0.0524
2020-08-14,2020-08-17,2020-09-08,G2,XLK,MU,2.92,-0.0782,-0.1512,-0.0042,0.0022,-0.012
2020-08-14,2020-08-17,2020-09-08,G2,XLV,GILD,0.72,-0.1162,-0.1227,-0.0725,0.0705,0.0402
2020-08-14,2020-08-17,2020-09-08,G2,XLI,UBER,1.82,-0.0786,-0.194,0.1642,-0.1662,-0.1744
2020-08-14,2020-08-17,2020-09-08,G2,XLE,OXY,1.94,-0.1007,-0.3997,-0.2049,0.2029,0.0898
2020-08-14,2020-08-17,2020-09-08,G3,XLY,RCL,7.35,0.1385,-0.1946,0.1861,0.1841,0.1875
2020-08-14,2020-08-17,2020-09-08,G3,XLV,LLY,5.06,-0.0912,-0.1083,-0.0147,-0.0167,0.0176
2020-08-14,2020-08-17,2020-09-08,G3,XLI,ADP,8.18,-0.0585,-0.1326,-0.027,-0.029,-0.0168
2020-08-14,2020-08-17,2020-09-08,G3,XLC,FOXA,5.75,0.0182,-0.2075,0.0924,0.0904,0.0882
2020-08-14,2020-08-17,2020-09-08,G3,XLB,PKG,7.42,-0.0481,-0.1014,0.0428,0.0408,0.0377
2020-08-14,2020-08-17,2020-09-08,G3,XLE,PSX,5.15,-0.0028,-0.2905,-0.0706,-0.0726,0.0445
2020-08-14,2020-08-17,2020-09-08,G3,XLU,SO,8.42,-0.0071,-0.1009,-0.0138,-0.0158,0.0071
2020-08-14,2020-08-17,2020-09-08,G4,XLK,INTU,8.15,0.0562,-0.0214,0.0416,-0.0436,-0.0578
2020-08-14,2020-08-17,2020-09-08,G4,XLY,MCD,6.85,0.0812,0.0,0.0295,-0.0315,-0.031
2020-08-14,2020-08-17,2020-09-08,G4,XLV,TMO,7.81,0.0464,-0.0146,-0.0276,0.0256,-0.0047
2020-08-14,2020-08-17,2020-09-08,G4,XLI,UNP,7.68,0.0589,0.0,-0.022,0.02,0.0118
2020-08-14,2020-08-17,2020-09-08,G4,XLC,CMCSA,9.91,0.0377,-0.003,0.0064,-0.0084,-0.0023
2020-08-14,2020-08-17,2020-09-08,G4,XLB,NUE,7.88,0.1207,0.0,-0.0168,0.0148,0.0219
2020-08-14,2020-08-17,2020-09-08,G4,XLE,WMB,5.69,0.1194,0.0,-0.0833,0.0813,-0.0318
2020-08-14,2020-08-17,2020-09-08,G4,XLP,PM,9.47,0.0357,-0.0248,0.0098,-0.0118,-0.0154
2020-08-14,2020-08-17,2020-09-08,G4,XLU,SRE,12.1,0.0566,-0.0206,-0.0817,0.0797,0.0608
2020-09-04,2020-09-08,2020-09-29,G1,XLK,CRM,2.13,0.2668,-0.0944,0.0256,0.0236,-0.0028
2020-09-04,2020-09-08,2020-09-29,G1,XLY,TSLA,-1.7,0.4398,-0.1605,0.2691,0.2671,0.2631
2020-09-04,2020-09-08,2020-09-29,G1,XLV,ISRG,3.41,0.0721,-0.039,-0.0018,-0.0038,-0.0044
2020-09-04,2020-09-08,2020-09-29,G1,XLI,TDG,3.67,0.0588,-0.0068,-0.0256,-0.0276,-0.04
2020-09-04,2020-09-08,2020-09-29,G1,XLC,LYV,2.08,0.2084,-0.0192,-0.0782,-0.0802,-0.0671
2020-09-04,2020-09-08,2020-09-29,G1,XLB,DD,4.0,0.0524,-0.0226,-0.0287,-0.0307,-0.0297
2020-09-04,2020-09-08,2020-09-29,G1,XLE,HAL,3.98,0.0769,-0.0404,-0.185,-0.187,-0.0938
2020-09-04,2020-09-08,2020-09-29,G1,XLP,TGT,3.32,0.123,-0.0453,0.0899,0.0879,0.0969
2020-09-04,2020-09-08,2020-09-29,G1,XLU,PPL,3.92,0.0424,-0.0285,-0.0336,-0.0356,-0.039
2020-09-04,2020-09-08,2020-09-29,G2,XLK,MU,-0.7,-0.0466,-0.117,0.1261,-0.1281,-0.0977
2020-09-04,2020-09-08,2020-09-29,G2,XLV,CVS,3.89,-0.0727,-0.0832,-0.0334,0.0314,0.0361
2020-09-04,2020-09-08,2020-09-29,G2,XLB,IFF,3.84,-0.029,-0.0601,0.0053,-0.0073,-0.0043
2020-09-04,2020-09-08,2020-09-29,G2,XLE,OXY,2.89,-0.2071,-0.3963,-0.0959,0.0939,0.0046
2020-09-04,2020-09-08,2020-09-29,G2,XLU,VST,3.9,-0.0354,-0.1103,0.0456,-0.0476,-0.0402
2020-09-04,2020-09-08,2020-09-29,G3,XLK,LRCX,5.4,-0.1056,-0.1347,0.1199,0.1179,0.0915
2020-09-04,2020-09-08,2020-09-29,G3,XLY,LOW,5.87,0.0236,-0.0827,0.0554,0.0534,0.0494
