signal,entry,exit,group,sector,ticker,skew90,mom20,dd60,stock_ret,pnl,vs_sector
2022-03-03,2022-03-04,2022-03-25,G3,XLK,ADBE,6.2,-0.1388,-0.3026,-0.0454,-0.0474,-0.1039
2022-03-03,2022-03-04,2022-03-25,G3,XLY,DASH,5.43,-0.0239,-0.3981,0.1717,0.1697,0.1015
2022-03-03,2022-03-04,2022-03-25,G3,XLV,PFE,5.44,-0.112,-0.2132,0.0849,0.0829,0.0534
2022-03-03,2022-03-04,2022-03-25,G3,XLI,UBER,5.47,-0.1466,-0.2859,0.1418,0.1398,0.1052
2022-03-03,2022-03-04,2022-03-25,G3,XLC,NFLX,5.25,-0.143,-0.414,0.0335,0.0315,-0.0096
2022-03-03,2022-03-04,2022-03-25,G3,XLB,ECL,9.29,-0.111,-0.2738,0.0598,0.0578,-0.0193
2022-03-03,2022-03-04,2022-03-25,G3,XLE,PSX,5.19,-0.0435,-0.0999,-0.0053,-0.0073,-0.0621
2022-03-03,2022-03-04,2022-03-25,G3,XLP,MNST,7.61,-0.0443,-0.1472,-0.0322,-0.0342,-0.0258
2022-03-03,2022-03-04,2022-03-25,G3,XLU,NEE,6.82,0.0193,-0.1514,0.0465,0.0445,0.013
2022-03-03,2022-03-04,2022-03-25,G4,XLV,BSX,7.96,0.0608,-0.0253,-0.0105,0.0085,0.042
2022-03-03,2022-03-04,2022-03-25,G4,XLI,UNP,6.66,0.0217,0.0,0.0331,-0.0351,0.0035
2022-03-03,2022-03-04,2022-03-25,G4,XLC,VZ,10.11,0.016,0.0,-0.0695,0.0675,0.1126
2022-03-03,2022-03-04,2022-03-25,G4,XLB,PKG,6.7,0.0094,-0.016,0.0506,-0.0526,0.0285
2022-03-03,2022-03-04,2022-03-25,G4,XLE,KMI,9.09,0.0563,0.0,0.0122,-0.0142,0.0446
2022-03-03,2022-03-04,2022-03-25,G4,XLP,MO,9.38,0.0529,0.0,0.0197,-0.0217,-0.0261
2022-03-03,2022-03-04,2022-03-25,G4,XLU,D,8.31,0.001,0.0,0.0154,-0.0174,0.0182
2022-03-24,2022-03-25,2022-04-18,G1,XLK,NVDA,3.23,0.1856,-0.0653,-0.2134,-0.2154,-0.1432
2022-03-24,2022-03-25,2022-04-18,G1,XLY,TSLA,2.43,0.2662,-0.1549,-0.0063,-0.0083,0.0178
2022-03-24,2022-03-25,2022-04-18,G1,XLI,NOC,3.78,0.154,-0.0489,0.0162,0.0142,0.056
2022-03-24,2022-03-25,2022-04-18,G1,XLB,STLD,2.96,0.4015,0.0,0.0155,0.0135,0.0172
2022-03-24,2022-03-25,2022-04-18,G1,XLE,OXY,0.73,0.4874,-0.0527,0.0453,0.0433,0.0165
2022-03-24,2022-03-25,2022-04-18,G1,XLP,ADM,2.7,0.1922,0.0,0.0318,0.0298,-0.0102
2022-03-24,2022-03-25,2022-04-18,G1,XLU,PCG,1.8,0.0668,-0.0915,0.0167,0.0147,-0.0232
2022-03-24,2022-03-25,2022-04-18,G2,XLK,MU,3.88,-0.1196,-0.1967,-0.0877,0.0857,0.0176
2022-03-24,2022-03-25,2022-04-18,G2,XLB,AMCR,2.78,-0.0174,-0.0818,0.0168,-0.0188,-0.0184
2022-03-24,2022-03-25,2022-04-18,G3,XLK,INTU,5.63,-0.0634,-0.2806,0.0225,0.0205,0.0927
2022-03-24,2022-03-25,2022-04-18,G3,XLY,SBUX,6.43,-0.0427,-0.2514,-0.0898,-0.0918,-0.0657
2022-03-24,2022-03-25,2022-04-18,G3,XLV,GILD,7.87,-0.0118,-0.1867,0.0453,0.0433,0.0392
2022-03-24,2022-03-25,2022-04-18,G3,XLI,TT,7.83,0.0276,-0.2326,-0.0618,-0.0638,-0.022
2022-03-24,2022-03-25,2022-04-18,G3,XLC,NFLX,5.7,-0.0367,-0.3862,-0.0963,-0.0983,-0.0541
2022-03-24,2022-03-25,2022-04-18,G3,XLB,SHW,7.2,-0.0326,-0.2886,0.0039,0.0019,0.0056
2022-03-24,2022-03-25,2022-04-18,G3,XLP,MNST,6.52,-0.0223,-0.1962,0.0475,0.0455,0.0055
2022-03-24,2022-03-25,2022-04-18,G3,XLU,NEE,7.37,0.1156,-0.0985,-0.0266,-0.0286,-0.0664
2022-03-24,2022-03-25,2022-04-18,G4,XLK,TXN,6.66,0.0862,-0.0282,-0.0451,0.0431,-0.0251
2022-03-24,2022-03-25,2022-04-18,G4,XLY,ORLY,6.63,0.099,-0.0112,0.026,-0.028,-0.0501
2022-03-24,2022-03-25,2022-04-18,G4,XLV,UNH,8.38,0.1296,0.0,0.041,-0.043,-0.0349
2022-03-24,2022-03-25,2022-04-18,G4,XLI,TDG,7.36,0.0409,0.0,-0.0627,0.0607,0.0229
2022-03-24,2022-03-25,2022-04-18,G4,XLC,TMUS,6.26,0.0164,-0.0253,0.0521,-0.0541,-0.0943
2022-03-24,2022-03-25,2022-04-18,G4,XLB,DOW,8.66,0.1046,0.0,0.0182,-0.0202,-0.0199
2022-03-24,2022-03-25,2022-04-18,G4,XLE,OKE,7.01,0.1446,0.0,0.0032,-0.0052,0.0256
2022-03-24,2022-03-25,2022-04-18,G4,XLP,MO,9.38,0.0773,-0.0016,0.0183,-0.0203,0.0237
2022-03-24,2022-03-25,2022-04-18,G4,XLU,SO,9.64,0.1021,0.0,0.0691,-0.0711,-0.0292
2022-04-14,2022-04-18,2022-05-09,G1,XLY,DASH,3.78,0.1376,-0.1407,-0.3775,-0.3795,-0.2236
2022-04-14,2022-04-18,2022-05-09,G1,XLV,VRTX,2.82,0.1519,-0.0102,-0.1695,-0.1715,-0.0915
2022-04-14,2022-04-18,2022-05-09,G1,XLI,LMT,3.9,0.0912,-0.0033,-0.0612,-0.0632,0.0029
2022-04-14,2022-04-18,2022-05-09,G1,XLB,NUE,3.07,0.2293,0.0,-0.2366,-0.2386,-0.1549
2022-04-14,2022-04-18,2022-05-09,G1,XLE,EQT,3.16,0.566,0.0,-0.1967,-0.1987,-0.1355
2022-04-14,2022-04-18,2022-05-09,G1,XLP,ADM,2.66,0.1567,0.0,-0.1254,-0.1274,-0.1063
2022-04-14,2022-04-18,2022-05-09,G1,XLU,PCG,2.64,0.0459,-0.0428,-0.0074,-0.0094,0.0456
2022-04-14,2022-04-18,2022-05-09,G2,XLK,AMD,3.61,-0.1668,-0.2995,-0.0802,0.0782,-0.0013
2022-04-14,2022-04-18,2022-05-09,G2,XLI,TT,3.7,-0.0596,-0.1564,-0.0783,0.0763,0.0142
2022-04-14,2022-04-18,2022-05-09,G2,XLC,OMC,3.21,-0.0714,-0.1186,-0.0156,0.0136,-0.1116
2022-04-14,2022-04-18,2022-05-09,G3,XLK,LRCX,6.01,-0.1333,-0.2641,-0.0497,-0.0517,0.0318
2022-04-14,2022-04-18,2022-05-09,G3,XLY,SBUX,6.63,-0.0931,-0.1909,-0.0768,-0.0788,0.0771
2022-04-14,2022-04-18,2022-05-09,G3,XLV,ABT,6.92,-0.0251,-0.0945,-0.0765,-0.0785,0.0014
2022-04-14,2022-04-18,2022-05-09,G3,XLI,MMM,6.95,-0.0021,-0.1436,0.0424,0.0404,0.1065
2022-04-14,2022-04-18,2022-05-09,G3,XLC,MTCH,6.54,-0.0332,-0.2238,-0.2184,-0.2204,-0.0912
2022-04-14,2022-04-18,2022-05-09,G3,XLB,PPG,7.05,-0.0032,-0.1937,0.0098,0.0078,0.0914
2022-04-14,2022-04-18,2022-05-09,G3,XLE,PSX,6.05,0.0683,-0.1016,0.0266,0.0246,0.0878
2022-04-14,2022-04-18,2022-05-09,G3,XLP,KMB,6.31,0.0419,-0.11,0.1231,0.1211,0.1423
2022-04-14,2022-04-18,2022-05-09,G4,XLY,ROST,6.94,0.1179,0.0,-0.106,0.104,-0.0478
2022-04-14,2022-04-18,2022-05-09,G4,XLV,UNH,10.1,0.0548,-0.0204,-0.0892,0.0872,0.0113
2022-04-14,2022-04-18,2022-05-09,G4,XLI,RTX,5.47,0.0667,0.0,-0.1203,0.1183,0.0563
2022-04-14,2022-04-18,2022-05-09,G4,XLC,VZ,7.67,0.0406,-0.0113,-0.0893,0.0873,-0.0379
2022-04-14,2022-04-18,2022-05-09,G4,XLB,PKG,9.16,0.0433,0.0,-0.0001,-0.0019,-0.0816
2022-04-14,2022-04-18,2022-05-09,G4,XLE,EOG,7.47,0.0493,-0.0252,-0.0436,0.0416,-0.0176
2022-04-14,2022-04-18,2022-05-09,G4,XLP,KO,9.82,0.082,0.0,0.0026,-0.0046,-0.0218
2022-04-14,2022-04-18,2022-05-09,G4,XLU,SO,8.45,0.1108,-0.0068,-0.0211,0.0191,-0.0319
2022-05-06,2022-05-09,2022-05-31,G1,XLB,AMCR,2.24,0.111,-0.0236,0.0485,0.0465,-0.0024
2022-05-06,2022-05-09,2022-05-31,G1,XLE,VLO,3.11,0.2502,0.0,0.1031,0.1011,-0.0434
2022-05-06,2022-05-09,2022-05-31,G1,XLU,VST,1.68,0.1036,0.0,0.0928,0.0908,0.0557
2022-05-06,2022-05-09,2022-05-31,G2,XLV,VRTX,2.95,-0.0794,-0.1272,0.1431,-0.1451,-0.0971
2022-05-06,2022-05-09,2022-05-31,G2,XLB,NEM,2.29,-0.1007,-0.1469,-0.0155,0.0135,0.0665
2022-05-06,2022-05-09,2022-05-31,G2,XLE,BKR,3.87,-0.1105,-0.1702,0.2032,-0.2052,-0.0567
2022-05-06,2022-05-09,2022-05-31,G3,XLK,PLTR,5.94,-0.2617,-0.352,0.1635,0.1615,0.1242
2022-05-06,2022-05-09,2022-05-31,G3,XLY,AMZN,7.01,-0.2726,-0.3221,0.105,0.103,0.0843
2022-05-06,2022-05-09,2022-05-31,G3,XLV,ISRG,6.05,-0.2295,-0.2641,0.0907,0.0887,0.0447
2022-05-06,2022-05-09,2022-05-31,G3,XLI,BA,5.93,-0.1633,-0.3199,-0.0143,-0.0163,-0.0303
2022-05-06,2022-05-09,2022-05-31,G3,XLC,NFLX,6.52,-0.5003,-0.5559,0.1406,0.1386,0.1
2022-05-06,2022-05-09,2022-05-31,G3,XLB,DD,6.61,-0.0615,-0.1999,0.0599,0.0579,0.009
2022-05-06,2022-05-09,2022-05-31,G3,XLE,OKE,6.38,-0.0615,-0.0963,0.0671,0.0651,-0.0794
2022-05-06,2022-05-09,2022-05-31,G3,XLP,COST,6.55,-0.1708,-0.1708,-0.0654,-0.0674,-0.0364
2022-05-06,2022-05-09,2022-05-31,G3,XLU,NEE,8.64,-0.1678,-0.1678,0.0765,0.0745,0.0394
2022-05-06,2022-05-09,2022-05-31,G4,XLK,IBM,6.99,0.0709,-0.0156,0.0327,-0.0347,0.0066
2022-05-06,2022-05-09,2022-05-31,G4,XLV,MRK,7.03,0.0183,-0.0034,0.0501,-0.0521,-0.0041
2022-05-06,2022-05-09,2022-05-31,G4,XLC,T,6.98,0.1337,-0.0089,0.089,-0.091,-0.0484
2022-05-06,2022-05-09,2022-05-31,G4,XLB,PKG,8.04,0.0738,-0.027,-0.0218,0.0198,0.0727
2022-05-06,2022-05-09,2022-05-31,G4,XLE,EOG,8.47,0.1028,0.0,0.1613,-0.1633,-0.0148
2022-05-06,2022-05-09,2022-05-31,G4,XLP,MO,12.78,0.0529,0.0,-0.0212,0.0192,-0.0078
2022-05-27,2022-05-31,2022-06-22,G1,XLB,AMCR,1.79,0.1327,0.0,-0.0947,-0.0967,0.0327
2022-05-27,2022-05-31,2022-06-22,G1,XLE,OXY,3.32,0.2863,0.0,-0.1938,-0.1958,-0.0448
2022-05-27,2022-05-31,2022-06-22,G1,XLU,VST,2.0,0.0516,-0.0116,-0.1319,-0.1339,-0.0306
2022-05-27,2022-05-31,2022-06-22,G2,XLY,TSLA,2.76,-0.1276,-0.3368,-0.0659,0.0639,-0.0299
2022-05-27,2022-05-31,2022-06-22,G2,XLC,NWSA,3.32,-0.1098,-0.23,-0.1322,0.1302,0.0347
2022-05-27,2022-05-31,2022-06-22,G2,XLB,NUE,3.87,-0.1101,-0.2156,-0.1859,0.1839,0.0585
2022-05-27,2022-05-31,2022-06-22,G3,XLK,PLTR,6.5,-0.149,-0.3951,0.038,0.036,0.132
2022-05-27,2022-05-31,2022-06-22,G3,XLY,AMZN,6.54,-0.0735,-0.3199,-0.0937,-0.0957,0.0022
2022-05-27,2022-05-31,2022-06-22,G3,XLV,ISRG,5.59,-0.0424,-0.25,-0.1187,-0.1207,-0.0627
2022-05-27,2022-05-31,2022-06-22,G3,XLI,UBER,5.6,-0.2481,-0.3635,-0.0733,-0.0753,0.0118
2022-05-27,2022-05-31,2022-06-22,G3,XLC,NFLX,6.07,0.0254,-0.5018,-0.094,-0.096,0.0036
2022-05-27,2022-05-31,2022-06-22,G3,XLB,MLM,7.23,-0.0135,-0.1362,-0.1092,-0.1112,0.0181
2022-05-27,2022-05-31,2022-06-22,G3,XLE,TRGP,5.01,-0.008,-0.0926,-0.1666,-0.1686,-0.0176
2022-05-27,2022-05-31,2022-06-22,G3,XLP,TGT,6.19,-0.266,-0.3269,-0.1302,-0.1322,-0.0784
2022-05-27,2022-05-31,2022-06-22,G3,XLU,NEE,7.29,0.0965,-0.1058,-0.0132,-0.0152,0.0881
2022-05-27,2022-05-31,2022-06-22,G4,XLK,IBM,8.8,0.0662,0.0,-0.0127,0.0107,-0.0813
2022-05-27,2022-05-31,2022-06-22,G4,XLY,MCD,7.12,0.0109,-0.0156,-0.0309,0.0289,-0.0649
2022-05-27,2022-05-31,2022-06-22,G4,XLV,BMY,8.29,0.0116,-0.0266,0.0146,-0.0166,-0.0706
2022-05-27,2022-05-31,2022-06-22,G4,XLI,MMM,6.4,0.0472,-0.0208,-0.1265,0.1245,0.0414
2022-05-27,2022-05-31,2022-06-22,G4,XLC,T,7.83,0.1288,-0.0014,-0.0456,0.0436,-0.052
2022-05-27,2022-05-31,2022-06-22,G4,XLB,IP,8.54,0.0759,0.0,-0.1488,0.1468,0.0215
2022-05-27,2022-05-31,2022-06-22,G4,XLE,EOG,9.98,0.1721,0.0,-0.1801,0.1781,0.0311
2022-05-27,2022-05-31,2022-06-22,G4,XLP,PM,8.08,0.0697,-0.0147,-0.0665,0.0645,0.0148
2022-05-27,2022-05-31,2022-06-22,G4,XLU,SO,10.58,0.0461,0.0,-0.1053,0.1033,0.004
2022-06-21,2022-06-22,2022-07-14,G1,XLV,VRTX,3.84,0.0448,-0.0714,0.0508,0.0488,0.0281
2022-06-21,2022-06-22,2022-07-14,G2,XLY,HLT,2.96,-0.1206,-0.2977,0.0115,-0.0135,0.011
2022-06-21,2022-06-22,2022-07-14,G2,XLV,BSX,3.24,-0.0745,-0.2293,-0.0086,0.0066,0.0314
2022-06-21,2022-06-22,2022-07-14,G2,XLB,AMCR,-1.32,-0.0696,-0.1164,0.0447,-0.0467,-0.0934
2022-06-21,2022-06-22,2022-07-14,G2,XLE,EQT,3.31,-0.0991,-0.261,0.0296,-0.0316,-0.1099
2022-06-21,2022-06-22,2022-07-14,G2,XLU,VST,2.98,-0.0903,-0.1621,0.0097,-0.0117,0.041
2022-06-21,2022-06-22,2022-07-14,G3,XLK,NVDA,6.01,-0.0075,-0.4218,-0.0604,-0.0624,-0.0854
2022-06-21,2022-06-22,2022-07-14,G3,XLY,RCL,6.62,-0.3317,-0.5617,-0.1475,-0.1495,-0.17
2022-06-21,2022-06-22,2022-07-14,G3,XLV,ISRG,5.32,-0.113,-0.364,0.0184,0.0164,-0.0044
2022-06-21,2022-06-22,2022-07-14,G3,XLI,GE,6.23,-0.1262,-0.3053,-0.0523,-0.0543,-0.0435
2022-06-21,2022-06-22,2022-07-14,G3,XLC,NFLX,5.32,-0.0829,-0.5638,-0.023,-0.025,-0.02
2022-06-21,2022-06-22,2022-07-14,G3,XLB,DD,7.19,-0.1051,-0.2674,-0.0433,-0.0453,0.0054
2022-06-21,2022-06-22,2022-07-14,G3,XLE,OKE,7.02,-0.1259,-0.2349,0.0191,0.0171,0.0994
2022-06-21,2022-06-22,2022-07-14,G3,XLP,TGT,6.1,-0.0686,-0.4172,0.0389,0.0369,0.0017
2022-06-21,2022-06-22,2022-07-14,G3,XLU,PCG,6.18,-0.1482,-0.2325,0.0111,0.0091,-0.0396
2022-06-21,2022-06-22,2022-07-14,G4,XLP,MNST,7.1,0.0366,-0.0057,0.0773,-0.0793,-0.04
2022-07-13,2022-07-14,2022-08-04,G2,XLB,NEM,3.82,-0.0999,-0.3132,-0.1766,0.1746,0.2599
2022-07-13,2022-07-14,2022-08-04,G2,XLE,HAL,3.89,-0.2459,-0.3414,-0.0026,0.0006,0.0643
2022-07-13,2022-07-14,2022-08-04,G2,XLU,VST,3.11,-0.0251,-0.1635,0.1173,-0.1193,-0.0474
2022-07-13,2022-07-14,2022-08-04,G3,XLK,NVDA,5.04,-0.0309,-0.3167,0.25,0.248,0.1172
2022-07-13,2022-07-14,2022-08-04,G3,XLY,RCL,7.39,-0.2102,-0.6139,0.2612,0.2592,0.0885
2022-07-13,2022-07-14,2022-08-04,G3,XLV,ISRG,7.06,0.0364,-0.3329,0.1867,0.1847,0.1524
2022-07-13,2022-07-14,2022-08-04,G3,XLI,GE,6.92,-0.0832,-0.3244,0.2059,0.2039,0.0835
2022-07-13,2022-07-14,2022-08-04,G3,XLC,DIS,5.76,-0.0289,-0.2954,0.1773,0.1753,0.1073
2022-07-13,2022-07-14,2022-08-04,G3,XLB,DOW,7.92,-0.1535,-0.2892,0.0427,0.0407,-0.0406
2022-07-13,2022-07-14,2022-08-04,G3,XLE,FANG,5.74,-0.2518,-0.3105,0.0913,0.0893,0.0295
2022-07-13,2022-07-14,2022-08-04,G3,XLP,TGT,5.98,0.0044,-0.4142,0.1386,0.1366,0.1095
2022-07-13,2022-07-14,2022-08-04,G3,XLU,PCG,6.12,-0.0308,-0.2264,0.1039,0.1019,0.034
2022-07-13,2022-07-14,2022-08-04,G4,XLY,MCD,7.38,0.0595,-0.007,0.0318,-0.0338,0.1409
2022-07-13,2022-07-14,2022-08-04,G4,XLV,GILD,9.04,0.0692,-0.0272,0.0016,-0.0036,0.0328
2022-07-13,2022-07-14,2022-08-04,G4,XLC,T,7.92,0.0487,-0.028,-0.1013,0.0993,0.1713
2022-07-13,2022-07-14,2022-08-04,G4,XLP,GIS,6.87,0.1479,0.0,0.011,-0.013,0.018
2022-07-13,2022-07-14,2022-08-04,G4,XLU,NEE,7.48,0.1084,-0.0136,0.098,-0.1,-0.028
2022-08-03,2022-08-04,2022-08-25,G1,XLK,AMD,3.47,0.3018,-0.0967,-0.0648,-0.0668,-0.0564
2022-08-03,2022-08-04,2022-08-25,G1,XLE,EQT,3.38,0.352,-0.1408,0.2038,0.2018,0.0341
2022-08-03,2022-08-04,2022-08-25,G1,XLP,CL,0.58,0.0112,-0.0005,0.0004,-0.0016,-0.0201
2022-08-03,2022-08-04,2022-08-25,G1,XLU,ETR,-0.77,0.054,-0.0326,0.0123,0.0103,-0.0198
2022-08-03,2022-08-04,2022-08-25,G2,XLB,NEM,2.47,-0.2532,-0.3563,-0.0031,0.0011,0.0525
2022-08-03,2022-08-04,2022-08-25,G3,XLK,MU,5.67,0.1221,-0.1459,-0.0563,-0.0583,-0.0479
2022-08-03,2022-08-04,2022-08-25,G3,XLY,RCL,5.98,0.1529,-0.3924,0.1184,0.1164,0.1253
2022-08-03,2022-08-04,2022-08-25,G3,XLV,MDT,5.16,0.0463,-0.1108,-0.0115,-0.0135,-0.0072
2022-08-03,2022-08-04,2022-08-25,G3,XLI,CAT,5.74,0.0687,-0.1987,0.083,0.081,0.0519
2022-08-03,2022-08-04,2022-08-25,G3,XLC,MTCH,7.46,-0.1438,-0.2528,-0.0956,-0.0976,-0.0814
2022-08-03,2022-08-04,2022-08-25,G3,XLB,FCX,5.02,0.0538,-0.335,0.1554,0.1534,0.106
2022-08-03,2022-08-04,2022-08-25,G3,XLE,EOG,7.63,0.0346,-0.2748,0.2545,0.2525,0.0848
2022-08-03,2022-08-04,2022-08-25,G3,XLP,TGT,5.48,0.1596,-0.2479,0.0119,0.0099,-0.0085
2022-08-03,2022-08-04,2022-08-25,G3,XLU,NRG,8.19,0.0113,-0.1948,0.095,0.093,0.063
2022-08-03,2022-08-04,2022-08-25,G4,XLK,AAPL,7.78,0.1624,0.0,0.0269,-0.0289,-0.0353
2022-08-03,2022-08-04,2022-08-25,G4,XLY,ORLY,7.63,0.0724,-0.0051,0.0096,-0.0116,-0.0166
2022-08-03,2022-08-04,2022-08-25,G4,XLV,UNH,7.21,0.0492,-0.0031,0.0147,-0.0167,-0.0189
2022-08-03,2022-08-04,2022-08-25,G4,XLI,ETN,8.17,0.1617,0.0,0.001,-0.003,0.0301
2022-08-03,2022-08-04,2022-08-25,G4,XLC,LYV,6.37,0.1588,0.0,-0.0221,0.0201,0.0079
2022-08-03,2022-08-04,2022-08-25,G4,XLB,MLM,7.76,0.1542,0.0,0.0064,-0.0084,0.0431
2022-08-03,2022-08-04,2022-08-25,G4,XLP,MDLZ,8.43,0.0436,-0.0132,0.0033,-0.0053,0.0172
2022-08-03,2022-08-04,2022-08-25,G4,XLU,DTE,9.35,0.0338,-0.0216,0.0449,-0.0469,-0.0128
2022-08-24,2022-08-25,2022-09-16,G1,XLK,AMD,3.81,0.0324,-0.1461,-0.2127,-0.2147,-0.0935
2022-08-24,2022-08-25,2022-09-16,G1,XLY,F,3.87,0.1884,-0.0554,-0.076,-0.078,-0.0274
2022-08-24,2022-08-25,2022-09-16,G1,XLB,STLD,3.91,0.1175,-0.0468,-0.1353,-0.1373,-0.0393
2022-08-24,2022-08-25,2022-09-16,G1,XLE,DVN,3.83,0.216,-0.0562,-0.0727,-0.0747,-0.0086
2022-08-24,2022-08-25,2022-09-16,G1,XLU,AEE,0.83,0.071,-0.0165,-0.0416,-0.0436,-0.0101
2022-08-24,2022-08-25,2022-09-16,G2,XLK,PLTR,3.29,-0.1916,-0.2926,-0.076,0.074,-0.0431
2022-08-24,2022-08-25,2022-09-16,G2,XLB,NEM,2.6,-0.0178,-0.3487,-0.0187,0.0167,-0.0772
2022-08-24,2022-08-25,2022-09-16,G3,XLK,MU,5.13,-0.0578,-0.2248,-0.1364,-0.1384,-0.0173
2022-08-24,2022-08-25,2022-09-16,G3,XLY,BKNG,5.1,0.0604,-0.1608,-0.0658,-0.0678,-0.0172
2022-08-24,2022-08-25,2022-09-16,G3,XLV,PFE,5.89,-0.0799,-0.1142,-0.039,-0.041,-0.0124
2022-08-24,2022-08-25,2022-09-16,G3,XLI,CAT,5.04,0.0481,-0.1492,-0.0976,-0.0996,0.0008
2022-08-24,2022-08-25,2022-09-16,G3,XLC,CMCSA,6.97,-0.1443,-0.1563,-0.0819,-0.0839,0.003
2022-08-24,2022-08-25,2022-09-16,G3,XLB,LYB,6.43,-0.0017,-0.2142,-0.1383,-0.1403,-0.0423
2022-08-24,2022-08-25,2022-09-16,G3,XLE,BKR,5.19,0.0642,-0.2948,-0.1069,-0.1089,-0.0428
2022-08-24,2022-08-25,2022-09-16,G3,XLP,MO,7.75,0.0393,-0.1377,-0.068,-0.07,-0.0024
2022-08-24,2022-08-25,2022-09-16,G3,XLU,NRG,6.32,0.1608,-0.084,0.0236,0.0216,0.055
2022-08-24,2022-08-25,2022-09-16,G4,XLY,MCD,6.97,0.0076,-0.0223,-0.0238,0.0218,-0.0247
2022-08-24,2022-08-25,2022-09-16,G4,XLV,ELV,6.62,0.0543,-0.0293,-0.022,0.02,-0.0046
2022-08-24,2022-08-25,2022-09-16,G4,XLI,HON,7.86,0.0823,-0.0291,-0.1152,0.1132,0.0167
2022-08-24,2022-08-25,2022-09-16,G4,XLC,TMUS,5.4,0.0314,-0.0104,-0.0484,0.0464,-0.0365
2022-08-24,2022-08-25,2022-09-16,G4,XLB,CTVA,7.02,0.0962,-0.009,-0.0299,0.0279,-0.0661
2022-08-24,2022-08-25,2022-09-16,G4,XLE,OKE,6.69,0.1138,-0.0288,-0.0965,0.0945,0.0323
2022-08-24,2022-08-25,2022-09-16,G4,XLP,GIS,8.4,0.0627,0.0,-0.034,0.032,-0.0316
2022-08-24,2022-08-25,2022-09-16,G4,XLU,SO,10.49,0.0861,-0.0161,-0.0236,0.0216,-0.0078
2022-09-15,2022-09-16,2022-10-07,G1,XLE,SLB,3.9,0.1247,-0.0152,0.11,0.108,0.0558
2022-09-15,2022-09-16,2022-10-07,G2,XLK,PLTR,3.95,-0.1506,-0.3004,0.0476,-0.0496,-0.1069
2022-09-15,2022-09-16,2022-10-07,G2,XLB,AMCR,-5.76,-0.0845,-0.1038,-0.0755,0.0735,0.0337
2022-09-15,2022-09-16,2022-10-07,G2,XLP,KDP,3.45,-0.0704,-0.0711,-0.0126,0.0106,-0.049
2022-09-15,2022-09-16,2022-10-07,G3,XLK,NVDA,6.12,-0.2946,-0.3269,-0.085,-0.087,-0.0256
2022-09-15,2022-09-16,2022-10-07,G3,XLY,HD,7.36,-0.161,-0.1652,0.0303,0.0283,0.1379
2022-09-15,2022-09-16,2022-10-07,G3,XLV,ISRG,7.48,-0.0875,-0.1354,-0.0853,-0.0873,-0.0513
2022-09-15,2022-09-16,2022-10-07,G3,XLI,MMM,10.14,-0.2022,-0.2274,-0.078,-0.08,-0.0371
2022-09-15,2022-09-16,2022-10-07,G3,XLC,CMCSA,7.84,-0.134,-0.216,-0.1445,-0.1465,-0.0811
2022-09-15,2022-09-16,2022-10-07,G3,XLB,NUE,5.11,-0.1652,-0.1868,-0.0131,-0.0151,0.0287
2022-09-15,2022-09-16,2022-10-07,G3,XLE,BKR,5.24,-0.017,-0.1848,-0.0387,-0.0407,-0.0929
2022-09-15,2022-09-16,2022-10-07,G3,XLP,CHD,9.05,-0.127,-0.1968,-0.076,-0.078,-0.0144
2022-09-15,2022-09-16,2022-10-07,G4,XLY,SBUX,6.31,0.0438,-0.0052,-0.0469,0.0449,-0.0607
2022-09-15,2022-09-16,2022-10-07,G4,XLV,SYK,7.66,0.0239,-0.022,-0.0543,0.0523,0.0203
2022-09-15,2022-09-16,2022-10-07,G4,XLB,CTVA,5.89,0.004,-0.0265,-0.0085,0.0065,-0.0333
2022-09-15,2022-09-16,2022-10-07,G4,XLE,CVX,5.84,0.0278,-0.0244,0.0229,-0.0249,0.0313
2022-09-15,2022-09-16,2022-10-07,G4,XLU,CEG,7.2,0.0891,-0.0151,-0.0138,0.0118,-0.1242
2022-10-06,2022-10-07,2022-10-28,G1,XLE,OXY,2.89,0.0934,-0.0614,0.0292,0.0272,-0.0618
2022-10-06,2022-10-07,2022-10-28,G2,XLC,FOX,3.04,-0.0624,-0.1336,-0.0653,0.0633,0.0714
2022-10-06,2022-10-07,2022-10-28,G2,XLB,AMCR,2.75,-0.0911,-0.1585,0.09,-0.092,-0.0138
2022-10-06,2022-10-07,2022-10-28,G2,XLU,VST,2.2,-0.0838,-0.1215,0.046,-0.048,0.0113
2022-10-06,2022-10-07,2022-10-28,G3,XLK,AMD,5.6,-0.1804,-0.347,0.0611,0.0591,-0.0119
2022-10-06,2022-10-07,2022-10-28,G3,XLY,DASH,5.06,-0.1069,-0.3487,-0.0472,-0.0492,-0.0778
2022-10-06,2022-10-07,2022-10-28,G3,XLV,ISRG,6.8,-0.0795,-0.1846,0.294,0.292,0.2105
2022-10-06,2022-10-07,2022-10-28,G3,XLI,MMM,6.85,-0.0683,-0.2626,0.1775,0.1755,0.0664
2022-10-06,2022-10-07,2022-10-28,G3,XLC,CHTR,6.59,-0.1818,-0.3426,0.1783,0.1763,0.1721
2022-10-06,2022-10-07,2022-10-28,G3,XLB,IFF,8.9,-0.2016,-0.286,0.0939,0.0919,0.0177
2022-10-06,2022-10-07,2022-10-28,G3,XLE,OKE,6.6,-0.0926,-0.1653,0.0952,0.0932,0.0041
