exit,premium,ret_on_premium
2018-07-03,0.00986352834070399,0.026630190936633324
2018-08-02,0.01452766706697716,-1.0
2018-08-31,0.009478051790570988,-1.0
2018-10-02,0.008774489028011277,-1.0
2018-10-31,0.009406289709121114,6.631711938016225
2018-11-30,0.019978674409753535,-1.0
2019-01-03,0.016819107758393893,5.473829977219279
2019-02-04,0.025734695006663373,-1.0
2019-03-06,0.014376224474434705,-1.0
2019-04-04,0.013437748130659214,-1.0
2019-05-06,0.011988807144685455,-1.0
2019-06-05,0.013558331917155515,1.4835412034661077
2019-07-05,0.015756459543159566,-1.0
2019-08-05,0.011887351462194065,3.126378449578745
2019-09-04,0.02545234184672672,-1.0
2019-10-03,0.016349519693142706,-0.5259775288294797
2019-11-01,0.020035531720099205,-1.0
2019-12-03,0.011100175022937865,-1.0
2020-01-03,0.015104270222510043,-1.0
2020-02-04,0.012639125948104625,-1.0
2020-03-05,0.015461893552250814,4.228085139903704
2020-04-03,0.039973116052987395,3.368019045979497
2020-05-05,0.048208917727934286,-1.0
2020-06-04,0.033927837707494204,-1.0
2020-07-06,0.023999155627240087,-1.0
2020-08-04,0.026024705536026812,-1.0
2020-09-02,0.022207576877483023,-1.0
2020-10-02,0.022896139733653953,1.7501591107291712
2020-11-02,0.02716285559248889,-0.5986052356431679
2020-12-02,0.03571664634234557,-1.0
2021-01-04,0.01874966048686939,-1.0
2021-02-03,0.023914253284465857,-1.0
2021-03-05,0.020462012006753485,-1.0
2021-04-06,0.02152947362243035,-1.0
2021-05-05,0.016176508965364808,-1.0
2021-06-04,0.017773234651009318,-1.0
2021-07-06,0.013831937528725902,-1.0
2021-08-04,0.013763675320248381,-1.0
2021-09-02,0.015378514388180132,-1.0
2021-10-04,0.012574030490758269,3.0672181325441947
2021-11-02,0.022280047226798202,-1.0
2021-12-02,0.014315959742001698,-0.31948457241897854
2022-01-03,0.02333599703359416,-1.0
2022-02-02,0.014035403841448189,2.0366006429412438
2022-03-04,0.0219479639546238,1.508484164595751
2022-04-04,0.03095912884853152,-1.0
2022-05-04,0.017053849052749544,2.560882315053267
2022-06-03,0.025322128579364868,0.7046025469395449
2022-07-06,0.025644989008781125,1.4348279146892877
2022-08-04,0.028106039701071076,-1.0
2022-09-02,0.021182692205633926,1.4996490195368781
2022-10-04,0.02485043281184167,0.3047119781674388
2022-11-02,0.028597979662709834,-0.7132109522453509
2022-12-02,0.02714211731372944,-1.0
2023-01-04,0.019356905314375592,1.715391296728316
2023-02-03,0.022604337282777616,-1.0
2023-03-07,0.017598722665691464,0.9402398086824071
2023-04-05,0.01936723310556406,-1.0
2023-05-05,0.0184344887205457,-1.0
2023-06-06,0.015783627078261572,-1.0
2023-07-07,0.010851659121211447,-1.0
2023-08-07,0.012054226167032374,-1.0
2023-09-06,0.012986215721891273,-0.23288570917460527
2023-10-05,0.012444531607145195,2.6417679894924575
2023-11-03,0.017730558036528062,-1.0
2023-12-05,0.012897301881586247,-1.0
2024-01-05,0.010865501089377456,-1.0
2024-02-06,0.01162841522108303,-1.0
2024-03-07,0.010952957823630833,-1.0
2024-04-08,0.01389179656815121,-1.0
2024-05-07,0.013000334937173683,-0.7657043376675166
2024-06-06,0.011448257561056337,-1.0
2024-07-09,0.010755028909349573,-1.0
2024-08-07,0.010255676459638688,5.518965633524656
2024-09-06,0.02389429829344326,-1.0
2024-10-07,0.01954905227325311,-1.0
2024-11-05,0.019057776710180278,-1.0
2024-12-05,0.017408474372200736,-1.0
2025-01-07,0.009528033571406498,1.7764829788581902
2025-02-07,0.015311799302625224,-1.0
2025-03-11,0.013831666401764305,4.397328008192915
2025-04-09,0.026289695620988592,-0.6134315872583904
2025-05-09,0.0331829772194398,-1.0
2025-06-10,0.0206310167097895,-1.0
2025-07-11,0.014684427415119437,-1.0
2025-08-11,0.014207114949786501,-1.0
2025-09-10,0.013290695781023628,-1.0
2025-10-09,0.012168035709365085,-1.0
2025-11-07,0.014024513461705334,-0.9797996372972347
2025-12-09,0.01660375449564243,-1.0
2026-01-09,0.01426105606981875,-1.0
2026-02-10,0.012468527391476603,-0.7746728405769491
2026-03-12,0.015393315181765125,1.4460248222357772
2026-04-13,0.02414763990978148,-1.0
2026-05-12,0.01658466637764268,-1.0
2026-06-11,0.016458095733876275,-0.9654323698254856
2026-07-14,0.017244085110617886,-1.0
2026-08-12,0.014153729897431399,-1.0
2026-09-11,0.012197368894132482,-0.12972841063010554
